#Starting calculation, 10 configurations, 0 offset, index file: /home/vasiliev_artyom/_scratch/compute/SU3/configurations/8^3x8/mu=0.00/ma=0.0015/nfluxes=10/index.txt
#N_stochastic_estimator = 10
0	-0.072082700706891	-0.092975209666805	0.007179482200521	-0.107286116730070
1	0.013152737012645	-0.054087269966192	-0.081992446694478	-0.063699765480324
2	0.111294242404263	0.000358581271649	0.005199534633391	-0.084843717800263
3	-0.040245513363938	-0.110791441279869	-0.042121886732546	0.176761169907910
4	0.006015874389627	-0.007881719185340	-0.042964824662759	-0.120497282102201
5	0.036960094436419	0.096627586977184	0.094971337385603	-0.129224372749624
6	0.029388032124331	-0.104353615936434	0.021459901291973	0.013381597010489
7	-0.068779915070297	-0.135962432607374	-0.039344919800974	-0.079850259009633
8	0.117120745746285	-0.091052981701563	-0.006593151358758	-0.104159089518304
9	0.096666467989270	0.006801024228115	0.092386591443861	-0.000845908646813
#Mean values of Axial curent:
#T-axis	X-axis	Y-axis	Z-axis direction
0.022949006496171 0.022152676931569 -0.049331747786663 0.022759577407393 0.000817961770583 0.018264031820773 -0.050026374511883 0.029365144329506

#Ending calculation
