#Ls   Lt  mu  ma  nfluxes AxialCurrent Err
12 24 0.15 0.001 0 nan nan
12 24 0.15 0.001 1 nan nan
12 24 0.15 0.001 2 nan nan
12 24 0.15 0.001 3 nan nan
12 24 0.15 0.001 4 nan nan
12 24 0.15 0.001 5 0.911120446364195 0.004423735028863
12 24 0.15 0.001 6 1.466795190642311 0.006205634291804
12 24 0.15 0.001 7 0.886600078179393 0.004309754266331
12 24 0.15 0.001 8 nan nan
12 24 0.15 0.001 9 nan nan
12 24 0.15 0.001 10 0.498705347845836 0.003753560653477
12 24 0.15 0.001 11 nan nan
12 24 0.15 0.001 12 0.709445693612873 0.005180001753784
12 24 0.15 0.001 13 0.277776865970874 0.002619858932909
12 24 0.15 0.001 14 nan nan
12 24 0.15 0.001 15 nan nan
12 24 0.15 0.001 16 nan nan
12 24 0.15 0.001 17 0.092039614549149 0.003192856600148
12 24 0.15 0.001 18 0.222747911413708 0.003441551672919
12 24 0.15 0.001 19 0.402170797821701 0.003104970432376
12 24 0.15 0.001 20 nan nan
12 24 0.15 0.001 21 nan nan
12 24 0.15 0.001 22 nan nan
12 24 0.15 0.001 23 0.205782845505565 0.003050077579156
12 24 0.15 0.001 24 0.260209574425392 0.003440106886286
12 24 0.15 0.001 25 nan nan
12 24 0.15 0.001 26 0.320935166893078 0.002860401764232
12 24 0.15 0.001 27 nan nan
12 24 0.15 0.001 28 nan nan
12 24 0.15 0.001 29 nan nan
12 24 0.15 0.001 30 nan nan
12 24 0.15 0.001 31 nan nan
12 24 0.15 0.001 32 nan nan
12 24 0.15 0.001 33 nan nan
12 24 0.15 0.001 34 0.038706279665117 0.002882159684065
12 24 0.15 0.001 35 0.051483577094073 0.001929554643834
12 24 0.15 0.001 36 nan nan
12 24 0.15 0.001 37 -0.050531633060325 0.002330889095620
12 24 0.15 0.001 38 -0.044367455547809 0.002681831839204
12 24 0.15 0.001 39 -0.121142050707113 0.003093006740792
12 24 0.15 0.001 40 -0.049889088455663 0.002087194493480
12 24 0.15 0.001 41 nan nan
12 24 0.15 0.001 42 nan nan
12 24 0.15 0.001 43 nan nan
12 24 0.15 0.001 44 -0.150745537271272 0.002591944072644
12 24 0.15 0.001 45 -0.136350221533921 0.001876099686174
12 24 0.15 0.001 46 nan nan
12 24 0.15 0.001 47 nan nan
12 24 0.15 0.001 48 -0.259094644708267 0.003681810517014
12 24 0.15 0.001 49 nan nan
12 24 0.15 0.001 50 nan nan
12 24 0.15 0.001 51 -0.531475712125811 0.003216980269801
12 24 0.15 0.001 52 nan nan
12 24 0.15 0.001 53 -0.400611608611271 0.003239077288131
12 24 0.15 0.001 54 nan nan
12 24 0.15 0.001 55 -0.115527734581348 0.002852314704721
12 24 0.15 0.001 56 -0.242841755328889 0.003333395959491
12 24 0.15 0.001 57 nan nan
12 24 0.15 0.001 58 -0.354260708966476 0.003569974203202
12 24 0.15 0.001 59 nan nan
12 24 0.15 0.001 60 -0.708037374929972 0.004846694471620
12 24 0.15 0.001 61 nan nan
12 24 0.15 0.001 62 -0.565128621604712 0.003522297529911
12 24 0.15 0.001 63 -0.421274261403006 0.003178451471126
12 24 0.15 0.001 64 -0.730089605865773 0.004468727655174
12 24 0.15 0.001 65 nan nan
12 24 0.15 0.001 66 nan nan
12 24 0.15 0.001 67 -0.922742453525001 0.004828132818289
12 24 0.15 0.001 68 nan nan
12 24 0.15 0.001 69 -1.404193567412069 0.004836266259049
12 24 0.15 0.001 70 -1.555859425021958 0.005710983544045
12 24 0.15 0.001 71 -1.076617079653007 0.005046328589440
12 24 0.15 0.001 72 nan nan
12 24 0.15 0.001 73 nan nan
12 24 0.15 0.001 74 nan nan
12 24 0.15 0.001 75 nan nan
12 24 0.15 0.001 76 nan nan
12 24 0.15 0.001 77 nan nan
12 24 0.15 0.001 78 nan nan
12 24 0.15 0.001 79 nan nan
12 24 0.15 0.001 80 nan nan
12 24 0.15 0.001 81 nan nan
12 24 0.15 0.001 82 nan nan
12 24 0.15 0.001 83 nan nan
12 24 0.15 0.001 84 nan nan
12 24 0.15 0.001 85 nan nan
12 24 0.15 0.001 86 nan nan
12 24 0.15 0.001 87 nan nan
