#path,beta,m_s,mu,,,nflux,"a, fm","T, MeV","qB, Gev^2"
beta_3.5870_m0.08746_muoverpit_0.22_b30/,3.587,0.08746,0.11519,0.11519,0,30,0.195416,168.287564016455,8.56955757304224
beta_3.5870_m0.08746_muoverpit_0.24_b30/,3.587,0.08746,0.12566,0.12566,0,30,0.195416,168.287564016455,8.56955757304224
beta_3.5870_m0.08746_muoverpit_0.275_b30/,3.587,0.08746,0.14399,0.14399,0,30,0.195416,168.287564016455,8.56955757304224
beta_3.5303_m0.11082_muoverpit_0.0_b62/,3.5303,0.11082,0,0,0,62,0.229512,143.286985472827,12.8392093246946
beta_3.5303_m0.11082_muoverpit_0.14_b62/,3.5303,0.11082,0.0733,0.0733,0,62,0.229512,143.286985472827,12.8392093246946
beta_3.5303_m0.11082_muoverpit_0.17_b62/,3.5303,0.11082,0.08901,0.08901,0,62,0.229512,143.286985472827,12.8392093246946
beta_3.5303_m0.11082_muoverpit_0.1_b62/,3.5303,0.11082,0.05236,0.05236,0,62,0.229512,143.286985472827,12.8392093246946
beta_3.5303_m0.11082_muoverpit_0.20_b62/,3.5303,0.11082,0.10472,0.10472,0,62,0.229512,143.286985472827,12.8392093246946
beta_3.5303_m0.11082_muoverpit_0.22_b62/,3.5303,0.11082,0.11519,0.11519,0,62,0.229512,143.286985472827,12.8392093246946
beta_3.5303_m0.11082_muoverpit_0.24_b62/,3.5303,0.11082,0.12566,0.12566,0,62,0.229512,143.286985472827,12.8392093246946
beta_3.5303_m0.11082_muoverpit_0.275_b62/,3.5303,0.11082,0.14399,0.14399,0,62,0.229512,143.286985472827,12.8392093246946
beta_3.5026_m0.12463_muoverpit_0.0_b72/,3.5026,0.12463,0,0,0,72,0.2473,132.980520055962,12.8422656301064
beta_3.5026_m0.12463_muoverpit_0.14_b72/,3.5026,0.12463,0.0733,0.0733,0,72,0.2473,132.980520055962,12.8422656301064
beta_3.5026_m0.12463_muoverpit_0.17_b72/,3.5026,0.12463,0.08901,0.08901,0,72,0.2473,132.980520055962,12.8422656301064
beta_3.5026_m0.12463_muoverpit_0.1_b72/,3.5026,0.12463,0.05236,0.05236,0,72,0.2473,132.980520055962,12.8422656301064
beta_3.5026_m0.12463_muoverpit_0.20_b72/,3.5026,0.12463,0.10472,0.10472,0,72,0.2473,132.980520055962,12.8422656301064
beta_3.5026_m0.12463_muoverpit_0.22_b72/,3.5026,0.12463,0.11519,0.11519,0,72,0.2473,132.980520055962,12.8422656301064
beta_3.5026_m0.12463_muoverpit_0.24_b72/,3.5026,0.12463,0.12566,0.12566,0,72,0.2473,132.980520055962,12.8422656301064
beta_3.5026_m0.12463_muoverpit_0.275_b72/,3.5026,0.12463,0.14399,0.14399,0,72,0.2473,132.980520055962,12.8422656301064
beta_3.6562_m0.06703_muoverpit_0.0_b30/,3.6562,0.06703,0,0,0,30,0.15963,206.014424668543,12.8425011227919
beta_3.6562_m0.06703_muoverpit_0.14_b30/,3.6562,0.06703,0.0733,0.0733,0,30,0.15963,206.014424668543,12.8425011227919
beta_3.6562_m0.06703_muoverpit_0.17_b30/,3.6562,0.06703,0.08901,0.08901,0,30,0.15963,206.014424668543,12.8425011227919
beta_3.6562_m0.06703_muoverpit_0.1_b30/,3.6562,0.06703,0.05236,0.05236,0,30,0.15963,206.014424668543,12.8425011227919
beta_3.6562_m0.06703_muoverpit_0.20_b30/,3.6562,0.06703,0.10472,0.10472,0,30,0.15963,206.014424668543,12.8425011227919
beta_3.6562_m0.06703_muoverpit_0.22_b30/,3.6562,0.06703,0.11519,0.11519,0,30,0.15963,206.014424668543,12.8425011227919
beta_3.6562_m0.06703_muoverpit_0.24_b30/,3.6562,0.06703,0.12566,0.12566,0,30,0.15963,206.014424668543,12.8425011227919
beta_3.6562_m0.06703_muoverpit_0.275_b30/,3.6562,0.06703,0.14399,0.14399,0,30,0.15963,206.014424668543,12.8425011227919
beta_3.4923_m0.13046_muoverpit_0.0_b76/,3.4923,0.13046,0,0,0,76,0.254073,129.435566194911,12.8426292732805
beta_3.4923_m0.13046_muoverpit_0.14_b76/,3.4923,0.13046,0.0733,0.0733,0,76,0.254073,129.435566194911,12.8426292732805
beta_3.4923_m0.13046_muoverpit_0.17_b76/,3.4923,0.13046,0.08901,0.08901,0,76,0.254073,129.435566194911,12.8426292732805
beta_3.4923_m0.13046_muoverpit_0.1_b76/,3.4923,0.13046,0.05236,0.05236,0,76,0.254073,129.435566194911,12.8426292732805
beta_3.4923_m0.13046_muoverpit_0.20_b76/,3.4923,0.13046,0.10472,0.10472,0,76,0.254073,129.435566194911,12.8426292732805
beta_3.4923_m0.13046_muoverpit_0.22_b76/,3.4923,0.13046,0.11519,0.11519,0,76,0.254073,129.435566194911,12.8426292732805
beta_3.4923_m0.13046_muoverpit_0.24_b76/,3.4923,0.13046,0.12566,0.12566,0,76,0.254073,129.435566194911,12.8426292732805
beta_3.4923_m0.13046_muoverpit_0.275_b76/,3.4923,0.13046,0.14399,0.14399,0,76,0.254073,129.435566194911,12.8426292732805
beta_3.4898_m0.13212_muoverpit_0.0_b77/,3.4898,0.13212,0,0,0,77,0.255733,128.595381158628,12.843238969126
beta_3.4898_m0.13212_muoverpit_0.14_b77/,3.4898,0.13212,0.0733,0.0733,0,77,0.255733,128.595381158628,12.843238969126
beta_3.4898_m0.13212_muoverpit_0.17_b77/,3.4898,0.13212,0.08901,0.08901,0,77,0.255733,128.595381158628,12.843238969126
beta_3.4898_m0.13212_muoverpit_0.1_b77/,3.4898,0.13212,0.05236,0.05236,0,77,0.255733,128.595381158628,12.843238969126
beta_3.4898_m0.13212_muoverpit_0.20_b77/,3.4898,0.13212,0.10472,0.10472,0,77,0.255733,128.595381158628,12.843238969126
beta_3.4898_m0.13212_muoverpit_0.22_b77/,3.4898,0.13212,0.11519,0.11519,0,77,0.255733,128.595381158628,12.843238969126
beta_3.4898_m0.13212_muoverpit_0.24_b77/,3.4898,0.13212,0.12566,0.12566,0,77,0.255733,128.595381158628,12.843238969126
beta_3.4898_m0.13212_muoverpit_0.275_b77/,3.4898,0.13212,0.14399,0.14399,0,77,0.255733,128.595381158628,12.843238969126
beta_3.48486_m0.135334_muoverpit_0.0_b79/,3.48486,0.135334,0,0,0,79,0.259022,126.962507469788,12.8443216121772
beta_3.48486_m0.135334_muoverpit_0.14_b79/,3.48486,0.135334,0.0733,0.0733,0,79,0.259022,126.962507469788,12.8443216121772
beta_3.48486_m0.135334_muoverpit_0.17_b79/,3.48486,0.135334,0.08901,0.08901,0,79,0.259022,126.962507469788,12.8443216121772
beta_3.48486_m0.135334_muoverpit_0.1_b79/,3.48486,0.135334,0.05236,0.05236,0,79,0.259022,126.962507469788,12.8443216121772
beta_3.48486_m0.135334_muoverpit_0.20_b79/,3.48486,0.135334,0.10472,0.10472,0,79,0.259022,126.962507469788,12.8443216121772
beta_3.48486_m0.135334_muoverpit_0.22_b79/,3.48486,0.135334,0.11519,0.11519,0,79,0.259022,126.962507469788,12.8443216121772
beta_3.48486_m0.135334_muoverpit_0.24_b79/,3.48486,0.135334,0.12566,0.12566,0,79,0.259022,126.962507469788,12.8443216121772
beta_3.48486_m0.135334_muoverpit_0.275_b79/,3.48486,0.135334,0.14399,0.14399,0,79,0.259022,126.962507469788,12.8443216121772
beta_3.47999_m0.13858_muoverpit_0.0_b81/,3.47999,0.13858,0,0,0,81,0.262277,125.386833804869,12.844641545286
beta_3.47999_m0.13858_muoverpit_0.14_b81/,3.47999,0.13858,0.0733,0.0733,0,81,0.262277,125.386833804869,12.844641545286
beta_3.47999_m0.13858_muoverpit_0.17_b81/,3.47999,0.13858,0.08901,0.08901,0,81,0.262277,125.386833804869,12.844641545286
beta_3.47999_m0.13858_muoverpit_0.1_b81/,3.47999,0.13858,0.05236,0.05236,0,81,0.262277,125.386833804869,12.844641545286
beta_3.47999_m0.13858_muoverpit_0.20_b81/,3.47999,0.13858,0.10472,0.10472,0,81,0.262277,125.386833804869,12.844641545286
beta_3.47999_m0.13858_muoverpit_0.22_b81/,3.47999,0.13858,0.11519,0.11519,0,81,0.262277,125.386833804869,12.844641545286
beta_3.47999_m0.13858_muoverpit_0.24_b81/,3.47999,0.13858,0.12566,0.12566,0,81,0.262277,125.386833804869,12.844641545286
beta_3.47999_m0.13858_muoverpit_0.275_b81/,3.47999,0.13858,0.14399,0.14399,0,81,0.262277,125.386833804869,12.844641545286
beta_3.52179_m0.11509_muoverpit_0.0_b65/,3.52179,0.11509,0,0,0,65,0.234949,139.971153781627,12.8446874127831
beta_3.52179_m0.11509_muoverpit_0.14_b65/,3.52179,0.11509,0.0733,0.0733,0,65,0.234949,139.971153781627,12.8446874127831
beta_3.52179_m0.11509_muoverpit_0.17_b65/,3.52179,0.11509,0.08901,0.08901,0,65,0.234949,139.971153781627,12.8446874127831
beta_3.52179_m0.11509_muoverpit_0.1_b65/,3.52179,0.11509,0.05236,0.05236,0,65,0.234949,139.971153781627,12.8446874127831
beta_3.52179_m0.11509_muoverpit_0.20_b65/,3.52179,0.11509,0.10472,0.10472,0,65,0.234949,139.971153781627,12.8446874127831
beta_3.52179_m0.11509_muoverpit_0.22_b65/,3.52179,0.11509,0.11519,0.11519,0,65,0.234949,139.971153781627,12.8446874127831
beta_3.52179_m0.11509_muoverpit_0.24_b65/,3.52179,0.11509,0.12566,0.12566,0,65,0.234949,139.971153781627,12.8446874127831
beta_3.52179_m0.11509_muoverpit_0.275_b65/,3.52179,0.11509,0.14399,0.14399,0,65,0.234949,139.971153781627,12.8446874127831
beta_3.50796_m0.12199_muoverpit_0.0_b70/,3.50796,0.12199,0,0,0,70,0.243818,134.879634029643,12.8446979470002
beta_3.50796_m0.12199_muoverpit_0.14_b70/,3.50796,0.12199,0.0733,0.0733,0,70,0.243818,134.879634029643,12.8446979470002
beta_3.50796_m0.12199_muoverpit_0.17_b70/,3.50796,0.12199,0.08901,0.08901,0,70,0.243818,134.879634029643,12.8446979470002
beta_3.50796_m0.12199_muoverpit_0.1_b70/,3.50796,0.12199,0.05236,0.05236,0,70,0.243818,134.879634029643,12.8446979470002
beta_3.50796_m0.12199_muoverpit_0.20_b70/,3.50796,0.12199,0.10472,0.10472,0,70,0.243818,134.879634029643,12.8446979470002
beta_3.50796_m0.12199_muoverpit_0.22_b70/,3.50796,0.12199,0.11519,0.11519,0,70,0.243818,134.879634029643,12.8446979470002
beta_3.50796_m0.12199_muoverpit_0.24_b70/,3.50796,0.12199,0.12566,0.12566,0,70,0.243818,134.879634029643,12.8446979470002
beta_3.50796_m0.12199_muoverpit_0.275_b70/,3.50796,0.12199,0.14399,0.14399,0,70,0.243818,134.879634029643,12.8446979470002
beta_3.47519_m0.141803_muoverpit_0.0_b83/,3.47519,0.141803,0,0,0,83,0.265494,123.867517193758,12.8447618276404
beta_3.47519_m0.141803_muoverpit_0.14_b83/,3.47519,0.141803,0.0733,0.0733,0,83,0.265494,123.867517193758,12.8447618276404
beta_3.47519_m0.141803_muoverpit_0.17_b83/,3.47519,0.141803,0.08901,0.08901,0,83,0.265494,123.867517193758,12.8447618276404
beta_3.47519_m0.141803_muoverpit_0.1_b83/,3.47519,0.141803,0.05236,0.05236,0,83,0.265494,123.867517193758,12.8447618276404
beta_3.47519_m0.141803_muoverpit_0.20_b83/,3.47519,0.141803,0.10472,0.10472,0,83,0.265494,123.867517193758,12.8447618276404
beta_3.47519_m0.141803_muoverpit_0.22_b83/,3.47519,0.141803,0.11519,0.11519,0,83,0.265494,123.867517193758,12.8447618276404
beta_3.47519_m0.141803_muoverpit_0.24_b83/,3.47519,0.141803,0.12566,0.12566,0,83,0.265494,123.867517193758,12.8447618276404
beta_3.47519_m0.141803_muoverpit_0.275_b83/,3.47519,0.141803,0.14399,0.14399,0,83,0.265494,123.867517193758,12.8447618276404
beta_3.6296_m0.07392_muoverpit_0.0_b35/,3.6296,0.07392,0,0,0,35,0.172401,190.753433041801,12.8453478120067
beta_3.6296_m0.07392_muoverpit_0.14_b35/,3.6296,0.07392,0.0733,0.0733,0,35,0.172401,190.753433041801,12.8453478120067
beta_3.6296_m0.07392_muoverpit_0.17_b35/,3.6296,0.07392,0.08901,0.08901,0,35,0.172401,190.753433041801,12.8453478120067
beta_3.6296_m0.07392_muoverpit_0.1_b35/,3.6296,0.07392,0.05236,0.05236,0,35,0.172401,190.753433041801,12.8453478120067
beta_3.6296_m0.07392_muoverpit_0.20_b35/,3.6296,0.07392,0.10472,0.10472,0,35,0.172401,190.753433041801,12.8453478120067
beta_3.6296_m0.07392_muoverpit_0.22_b35/,3.6296,0.07392,0.11519,0.11519,0,35,0.172401,190.753433041801,12.8453478120067
beta_3.6296_m0.07392_muoverpit_0.24_b35/,3.6296,0.07392,0.12566,0.12566,0,35,0.172401,190.753433041801,12.8453478120067
beta_3.6296_m0.07392_muoverpit_0.275_b35/,3.6296,0.07392,0.14399,0.14399,0,35,0.172401,190.753433041801,12.8453478120067
beta_3.5519_m0.10119_muoverpit_0.0_b55/,3.5519,0.10119,0,0,0,55,0.216115,152.169366355133,12.845477477078
beta_3.5519_m0.10119_muoverpit_0.14_b55/,3.5519,0.10119,0.0733,0.0733,0,55,0.216115,152.169366355133,12.845477477078
beta_3.5519_m0.10119_muoverpit_0.17_b55/,3.5519,0.10119,0.08901,0.08901,0,55,0.216115,152.169366355133,12.845477477078
beta_3.5519_m0.10119_muoverpit_0.1_b55/,3.5519,0.10119,0.05236,0.05236,0,55,0.216115,152.169366355133,12.845477477078
beta_3.5519_m0.10119_muoverpit_0.20_b55/,3.5519,0.10119,0.10472,0.10472,0,55,0.216115,152.169366355133,12.845477477078
beta_3.5519_m0.10119_muoverpit_0.22_b55/,3.5519,0.10119,0.11519,0.11519,0,55,0.216115,152.169366355133,12.845477477078
beta_3.5519_m0.10119_muoverpit_0.24_b55/,3.5519,0.10119,0.12566,0.12566,0,55,0.216115,152.169366355133,12.845477477078
beta_3.5519_m0.10119_muoverpit_0.275_b55/,3.5519,0.10119,0.14399,0.14399,0,55,0.216115,152.169366355133,12.845477477078
beta_3.49488_m0.12888_muoverpit_0.0_b75/,3.49488,0.12888,0,0,0,75,0.252367,130.310550150533,12.8455740830157
beta_3.49488_m0.12888_muoverpit_0.14_b75/,3.49488,0.12888,0.0733,0.0733,0,75,0.252367,130.310550150533,12.8455740830157
beta_3.49488_m0.12888_muoverpit_0.17_b75/,3.49488,0.12888,0.08901,0.08901,0,75,0.252367,130.310550150533,12.8455740830157
beta_3.49488_m0.12888_muoverpit_0.1_b75/,3.49488,0.12888,0.05236,0.05236,0,75,0.252367,130.310550150533,12.8455740830157
beta_3.49488_m0.12888_muoverpit_0.20_b75/,3.49488,0.12888,0.10472,0.10472,0,75,0.252367,130.310550150533,12.8455740830157
beta_3.49488_m0.12888_muoverpit_0.22_b75/,3.49488,0.12888,0.11519,0.11519,0,75,0.252367,130.310550150533,12.8455740830157
beta_3.49488_m0.12888_muoverpit_0.24_b75/,3.49488,0.12888,0.12566,0.12566,0,75,0.252367,130.310550150533,12.8455740830157
beta_3.49488_m0.12888_muoverpit_0.275_b75/,3.49488,0.12888,0.14399,0.14399,0,75,0.252367,130.310550150533,12.8455740830157
beta_3.5162_m0.11791_muoverpit_0.0_b67/,3.5162,0.11791,0,0,0,67,0.238527,137.871530727505,12.8456798983288
beta_3.5162_m0.11791_muoverpit_0.14_b67/,3.5162,0.11791,0.0733,0.0733,0,67,0.238527,137.871530727505,12.8456798983288
beta_3.5162_m0.11791_muoverpit_0.17_b67/,3.5162,0.11791,0.08901,0.08901,0,67,0.238527,137.871530727505,12.8456798983288
beta_3.5162_m0.11791_muoverpit_0.1_b67/,3.5162,0.11791,0.05236,0.05236,0,67,0.238527,137.871530727505,12.8456798983288
beta_3.5162_m0.11791_muoverpit_0.20_b67/,3.5162,0.11791,0.10472,0.10472,0,67,0.238527,137.871530727505,12.8456798983288
beta_3.5162_m0.11791_muoverpit_0.22_b67/,3.5162,0.11791,0.11519,0.11519,0,67,0.238527,137.871530727505,12.8456798983288
beta_3.5162_m0.11791_muoverpit_0.24_b67/,3.5162,0.11791,0.12566,0.12566,0,67,0.238527,137.871530727505,12.8456798983288
beta_3.5162_m0.11791_muoverpit_0.275_b67/,3.5162,0.11791,0.14399,0.14399,0,67,0.238527,137.871530727505,12.8456798983288
beta_3.6069_m0.08072_muoverpit_0.0_b40/,3.6069,0.08072,0,0,0,40,0.184302,178.435842312289,12.8456853536517
beta_3.6069_m0.08072_muoverpit_0.14_b40/,3.6069,0.08072,0.0733,0.0733,0,40,0.184302,178.435842312289,12.8456853536517
beta_3.6069_m0.08072_muoverpit_0.17_b40/,3.6069,0.08072,0.08901,0.08901,0,40,0.184302,178.435842312289,12.8456853536517
beta_3.6069_m0.08072_muoverpit_0.1_b40/,3.6069,0.08072,0.05236,0.05236,0,40,0.184302,178.435842312289,12.8456853536517
beta_3.6069_m0.08072_muoverpit_0.20_b40/,3.6069,0.08072,0.10472,0.10472,0,40,0.184302,178.435842312289,12.8456853536517
beta_3.6069_m0.08072_muoverpit_0.22_b40/,3.6069,0.08072,0.11519,0.11519,0,40,0.184302,178.435842312289,12.8456853536517
beta_3.6069_m0.08072_muoverpit_0.24_b40/,3.6069,0.08072,0.12566,0.12566,0,40,0.184302,178.435842312289,12.8456853536517
beta_3.6069_m0.08072_muoverpit_0.275_b40/,3.6069,0.08072,0.14399,0.14399,0,40,0.184302,178.435842312289,12.8456853536517
beta_3.5364_m0.10805_muoverpit_0.0_b60/,3.5364,0.10805,0,0,0,60,0.225722,145.692854971334,12.8457911240747
beta_3.5364_m0.10805_muoverpit_0.14_b60/,3.5364,0.10805,0.0733,0.0733,0,60,0.225722,145.692854971334,12.8457911240747
beta_3.5364_m0.10805_muoverpit_0.17_b60/,3.5364,0.10805,0.08901,0.08901,0,60,0.225722,145.692854971334,12.8457911240747
beta_3.5364_m0.10805_muoverpit_0.1_b60/,3.5364,0.10805,0.05236,0.05236,0,60,0.225722,145.692854971334,12.8457911240747
beta_3.5364_m0.10805_muoverpit_0.20_b60/,3.5364,0.10805,0.10472,0.10472,0,60,0.225722,145.692854971334,12.8457911240747
beta_3.5364_m0.10805_muoverpit_0.22_b60/,3.5364,0.10805,0.11519,0.11519,0,60,0.225722,145.692854971334,12.8457911240747
beta_3.5364_m0.10805_muoverpit_0.24_b60/,3.5364,0.10805,0.12566,0.12566,0,60,0.225722,145.692854971334,12.8457911240747
beta_3.5364_m0.10805_muoverpit_0.275_b60/,3.5364,0.10805,0.14399,0.14399,0,60,0.225722,145.692854971334,12.8457911240747
beta_3.5686_m0.09434_muoverpit_0.0_b50/,3.5686,0.09434,0,0,0,50,0.206033,159.615608227029,12.8485410616432
beta_3.5686_m0.09434_muoverpit_0.14_b50/,3.5686,0.09434,0.0733,0.0733,0,50,0.206033,159.615608227029,12.8485410616432
beta_3.5686_m0.09434_muoverpit_0.17_b50/,3.5686,0.09434,0.08901,0.08901,0,50,0.206033,159.615608227029,12.8485410616432
beta_3.5686_m0.09434_muoverpit_0.1_b50/,3.5686,0.09434,0.05236,0.05236,0,50,0.206033,159.615608227029,12.8485410616432
beta_3.5686_m0.09434_muoverpit_0.20_b50/,3.5686,0.09434,0.10472,0.10472,0,50,0.206033,159.615608227029,12.8485410616432
beta_3.5686_m0.09434_muoverpit_0.22_b50/,3.5686,0.09434,0.11519,0.11519,0,50,0.206033,159.615608227029,12.8485410616432
beta_3.5686_m0.09434_muoverpit_0.24_b50/,3.5686,0.09434,0.12566,0.12566,0,50,0.206033,159.615608227029,12.8485410616432
beta_3.5686_m0.09434_muoverpit_0.275_b50/,3.5686,0.09434,0.14399,0.14399,0,50,0.206033,159.615608227029,12.8485410616432
beta_3.5870_m0.08746_muoverpit_0.0_b45/,3.587,0.08746,0,0,0,45,0.195416,168.287564016455,12.8543363595634
beta_3.5870_m0.08746_muoverpit_0.14_b45/,3.587,0.08746,0.0733,0.0733,0,45,0.195416,168.287564016455,12.8543363595634
beta_3.5870_m0.08746_muoverpit_0.17_b45/,3.587,0.08746,0.08901,0.08901,0,45,0.195416,168.287564016455,12.8543363595634
beta_3.5870_m0.08746_muoverpit_0.1_b45/,3.587,0.08746,0.05236,0.05236,0,45,0.195416,168.287564016455,12.8543363595634
beta_3.5870_m0.08746_muoverpit_0.20_b45/,3.587,0.08746,0.10472,0.10472,0,45,0.195416,168.287564016455,12.8543363595634
beta_3.5870_m0.08746_muoverpit_0.22_b45/,3.587,0.08746,0.11519,0.11519,0,45,0.195416,168.287564016455,12.8543363595634
beta_3.5870_m0.08746_muoverpit_0.24_b45/,3.587,0.08746,0.12566,0.12566,0,45,0.195416,168.287564016455,12.8543363595634
beta_3.5870_m0.08746_muoverpit_0.275_b45/,3.587,0.08746,0.14399,0.14399,0,45,0.195416,168.287564016455,12.8543363595634
