#path,beta,m_s,mu,,,nflux,"a, fm","T, MeV","qB, Gev^2"
beta_3.56855_m0.0943503_muoverpit_0.1_b20/,3.56855,0.0943503,0.05236,0.05236,0,20,0.206063,159.592370342272,5.13792007383943
beta_3.56855_m0.0943503_muoverpit_0.20_b20/,3.56855,0.0943503,0.10472,0.10472,0,20,0.206063,159.592370342272,5.13792007383943
beta_3.56855_m0.0943503_muoverpit_0.22_b20/,3.56855,0.0943503,0.11519,0.11519,0,20,0.206063,159.592370342272,5.13792007383943
beta_3.56855_m0.0943503_muoverpit_0.24_b20/,3.56855,0.0943503,0.12566,0.12566,0,20,0.206063,159.592370342272,5.13792007383943
beta_3.56855_m0.0943503_muoverpit_0.275_b20/,3.56855,0.0943503,0.14399,0.14399,0,20,0.206063,159.592370342272,5.13792007383943
beta_3.48242_m0.136957_muoverpit_0.0_b32/,3.48242,0.136957,0,0,0,32,0.260651,126.16902528607,5.13793460524372
beta_3.48242_m0.136957_muoverpit_0.14_b32/,3.48242,0.136957,0.0733,0.0733,0,32,0.260651,126.16902528607,5.13793460524372
beta_3.48242_m0.136957_muoverpit_0.17_b32/,3.48242,0.136957,0.08901,0.08901,0,32,0.260651,126.16902528607,5.13793460524372
beta_3.48242_m0.136957_muoverpit_0.1_b32/,3.48242,0.136957,0.05236,0.05236,0,32,0.260651,126.16902528607,5.13793460524372
beta_3.48242_m0.136957_muoverpit_0.20_b32/,3.48242,0.136957,0.10472,0.10472,0,32,0.260651,126.16902528607,5.13793460524372
beta_3.48242_m0.136957_muoverpit_0.22_b32/,3.48242,0.136957,0.11519,0.11519,0,32,0.260651,126.16902528607,5.13793460524372
beta_3.48242_m0.136957_muoverpit_0.24_b32/,3.48242,0.136957,0.12566,0.12566,0,32,0.260651,126.16902528607,5.13793460524372
beta_3.48242_m0.136957_muoverpit_0.275_b32/,3.48242,0.136957,0.14399,0.14399,0,32,0.260651,126.16902528607,5.13793460524372
beta_3.58696_m0.0874556_muoverpit_0.0_b18/,3.58696,0.0874556,0,0,0,18,0.195439,168.267759300035,5.1405244175366
beta_3.58696_m0.0874556_muoverpit_0.14_b18/,3.58696,0.0874556,0.0733,0.0733,0,18,0.195439,168.267759300035,5.1405244175366
beta_3.58696_m0.0874556_muoverpit_0.17_b18/,3.58696,0.0874556,0.08901,0.08901,0,18,0.195439,168.267759300035,5.1405244175366
beta_3.58696_m0.0874556_muoverpit_0.1_b18/,3.58696,0.0874556,0.05236,0.05236,0,18,0.195439,168.267759300035,5.1405244175366
beta_3.58696_m0.0874556_muoverpit_0.20_b18/,3.58696,0.0874556,0.10472,0.10472,0,18,0.195439,168.267759300035,5.1405244175366
beta_3.58696_m0.0874556_muoverpit_0.22_b18/,3.58696,0.0874556,0.11519,0.11519,0,18,0.195439,168.267759300035,5.1405244175366
beta_3.58696_m0.0874556_muoverpit_0.24_b18/,3.58696,0.0874556,0.12566,0.12566,0,18,0.195439,168.267759300035,5.1405244175366
beta_3.58696_m0.0874556_muoverpit_0.275_b18/,3.58696,0.0874556,0.14399,0.14399,0,18,0.195439,168.267759300035,5.1405244175366
beta_3.51479_m0.118604_muoverpit_0.0_b36/,3.51479,0.118604,0,0,0,36,0.239428,137.352701479524,6.85030660711906
beta_3.51479_m0.118604_muoverpit_0.14_b36/,3.51479,0.118604,0.0733,0.0733,0,36,0.239428,137.352701479524,6.85030660711906
beta_3.51479_m0.118604_muoverpit_0.17_b36/,3.51479,0.118604,0.08901,0.08901,0,36,0.239428,137.352701479524,6.85030660711906
beta_3.51479_m0.118604_muoverpit_0.1_b36/,3.51479,0.118604,0.05236,0.05236,0,36,0.239428,137.352701479524,6.85030660711906
beta_3.51479_m0.118604_muoverpit_0.20_b36/,3.51479,0.118604,0.10472,0.10472,0,36,0.239428,137.352701479524,6.85030660711906
beta_3.51479_m0.118604_muoverpit_0.22_b36/,3.51479,0.118604,0.11519,0.11519,0,36,0.239428,137.352701479524,6.85030660711906
beta_3.51479_m0.118604_muoverpit_0.24_b36/,3.51479,0.118604,0.12566,0.12566,0,36,0.239428,137.352701479524,6.85030660711906
beta_3.51479_m0.118604_muoverpit_0.275_b36/,3.51479,0.118604,0.14399,0.14399,0,36,0.239428,137.352701479524,6.85030660711906
beta_3.49969_m0.126166_muoverpit_0.0_b39/,3.49969,0.126166,0,0,0,39,0.249203,131.965034970845,6.85039256286255
beta_3.49969_m0.126166_muoverpit_0.14_b39/,3.49969,0.126166,0.0733,0.0733,0,39,0.249203,131.965034970845,6.85039256286255
beta_3.49969_m0.126166_muoverpit_0.17_b39/,3.49969,0.126166,0.08901,0.08901,0,39,0.249203,131.965034970845,6.85039256286255
beta_3.49969_m0.126166_muoverpit_0.1_b39/,3.49969,0.126166,0.05236,0.05236,0,39,0.249203,131.965034970845,6.85039256286255
beta_3.49969_m0.126166_muoverpit_0.20_b39/,3.49969,0.126166,0.10472,0.10472,0,39,0.249203,131.965034970845,6.85039256286255
beta_3.49969_m0.126166_muoverpit_0.22_b39/,3.49969,0.126166,0.11519,0.11519,0,39,0.249203,131.965034970845,6.85039256286255
beta_3.49969_m0.126166_muoverpit_0.24_b39/,3.49969,0.126166,0.12566,0.12566,0,39,0.249203,131.965034970845,6.85039256286255
beta_3.49969_m0.126166_muoverpit_0.275_b39/,3.49969,0.126166,0.14399,0.14399,0,39,0.249203,131.965034970845,6.85039256286255
beta_3.5664_m0.0952001_muoverpit_0.0_b27/,3.5664,0.0952001,0,0,0,27,0.207349,158.60256191175,6.85042094251027
beta_3.5664_m0.0952001_muoverpit_0.14_b27/,3.5664,0.0952001,0.0733,0.0733,0,27,0.207349,158.60256191175,6.85042094251027
beta_3.5664_m0.0952001_muoverpit_0.17_b27/,3.5664,0.0952001,0.08901,0.08901,0,27,0.207349,158.60256191175,6.85042094251027
beta_3.5664_m0.0952001_muoverpit_0.1_b27/,3.5664,0.0952001,0.05236,0.05236,0,27,0.207349,158.60256191175,6.85042094251027
beta_3.5664_m0.0952001_muoverpit_0.20_b27/,3.5664,0.0952001,0.10472,0.10472,0,27,0.207349,158.60256191175,6.85042094251027
beta_3.5664_m0.0952001_muoverpit_0.22_b27/,3.5664,0.0952001,0.11519,0.11519,0,27,0.207349,158.60256191175,6.85042094251027
beta_3.5664_m0.0952001_muoverpit_0.24_b27/,3.5664,0.0952001,0.12566,0.12566,0,27,0.207349,158.60256191175,6.85042094251027
beta_3.5664_m0.0952001_muoverpit_0.275_b27/,3.5664,0.0952001,0.14399,0.14399,0,27,0.207349,158.60256191175,6.85042094251027
beta_3.48548_m0.134929_muoverpit_0.0_b42/,3.48548,0.134929,0,0,0,42,0.258608,127.165759024622,6.85050778433146
beta_3.48548_m0.134929_muoverpit_0.14_b42/,3.48548,0.134929,0.0733,0.0733,0,42,0.258608,127.165759024622,6.85050778433146
beta_3.48548_m0.134929_muoverpit_0.17_b42/,3.48548,0.134929,0.08901,0.08901,0,42,0.258608,127.165759024622,6.85050778433146
beta_3.48548_m0.134929_muoverpit_0.1_b42/,3.48548,0.134929,0.05236,0.05236,0,42,0.258608,127.165759024622,6.85050778433146
beta_3.48548_m0.134929_muoverpit_0.20_b42/,3.48548,0.134929,0.10472,0.10472,0,42,0.258608,127.165759024622,6.85050778433146
beta_3.48548_m0.134929_muoverpit_0.22_b42/,3.48548,0.134929,0.11519,0.11519,0,42,0.258608,127.165759024622,6.85050778433146
beta_3.48548_m0.134929_muoverpit_0.24_b42/,3.48548,0.134929,0.12566,0.12566,0,42,0.258608,127.165759024622,6.85050778433146
beta_3.48548_m0.134929_muoverpit_0.275_b42/,3.48548,0.134929,0.14399,0.14399,0,42,0.258608,127.165759024622,6.85050778433146
beta_3.53075_m0.110648_muoverpit_0.0_b33/,3.53075,0.110648,0,0,0,33,0.229231,143.462632060409,6.85053716636201
beta_3.53075_m0.110648_muoverpit_0.14_b33/,3.53075,0.110648,0.0733,0.0733,0,33,0.229231,143.462632060409,6.85053716636201
beta_3.53075_m0.110648_muoverpit_0.17_b33/,3.53075,0.110648,0.08901,0.08901,0,33,0.229231,143.462632060409,6.85053716636201
beta_3.53075_m0.110648_muoverpit_0.1_b33/,3.53075,0.110648,0.05236,0.05236,0,33,0.229231,143.462632060409,6.85053716636201
beta_3.53075_m0.110648_muoverpit_0.20_b33/,3.53075,0.110648,0.10472,0.10472,0,33,0.229231,143.462632060409,6.85053716636201
beta_3.53075_m0.110648_muoverpit_0.22_b33/,3.53075,0.110648,0.11519,0.11519,0,33,0.229231,143.462632060409,6.85053716636201
beta_3.53075_m0.110648_muoverpit_0.24_b33/,3.53075,0.110648,0.12566,0.12566,0,33,0.229231,143.462632060409,6.85053716636201
beta_3.53075_m0.110648_muoverpit_0.275_b33/,3.53075,0.110648,0.14399,0.14399,0,33,0.229231,143.462632060409,6.85053716636201
beta_3.60952_m0.0798821_muoverpit_0.0_b21/,3.60952,0.0798821,0,0,0,21,0.182863,179.840003772439,6.85054303428704
beta_3.60952_m0.0798821_muoverpit_0.14_b21/,3.60952,0.0798821,0.0733,0.0733,0,21,0.182863,179.840003772439,6.85054303428704
beta_3.60952_m0.0798821_muoverpit_0.17_b21/,3.60952,0.0798821,0.08901,0.08901,0,21,0.182863,179.840003772439,6.85054303428704
beta_3.60952_m0.0798821_muoverpit_0.1_b21/,3.60952,0.0798821,0.05236,0.05236,0,21,0.182863,179.840003772439,6.85054303428704
beta_3.60952_m0.0798821_muoverpit_0.20_b21/,3.60952,0.0798821,0.10472,0.10472,0,21,0.182863,179.840003772439,6.85054303428704
beta_3.60952_m0.0798821_muoverpit_0.22_b21/,3.60952,0.0798821,0.11519,0.11519,0,21,0.182863,179.840003772439,6.85054303428704
beta_3.60952_m0.0798821_muoverpit_0.24_b21/,3.60952,0.0798821,0.12566,0.12566,0,21,0.182863,179.840003772439,6.85054303428704
beta_3.60952_m0.0798821_muoverpit_0.275_b21/,3.60952,0.0798821,0.14399,0.14399,0,21,0.182863,179.840003772439,6.85054303428704
beta_3.47193_m0.143979_muoverpit_0.0_b45/,3.47193,0.143979,0,0,0,45,0.267683,122.854580267852,6.85059537306409
beta_3.47193_m0.143979_muoverpit_0.14_b45/,3.47193,0.143979,0.0733,0.0733,0,45,0.267683,122.854580267852,6.85059537306409
beta_3.47193_m0.143979_muoverpit_0.17_b45/,3.47193,0.143979,0.08901,0.08901,0,45,0.267683,122.854580267852,6.85059537306409
beta_3.47193_m0.143979_muoverpit_0.1_b45/,3.47193,0.143979,0.05236,0.05236,0,45,0.267683,122.854580267852,6.85059537306409
beta_3.47193_m0.143979_muoverpit_0.20_b45/,3.47193,0.143979,0.10472,0.10472,0,45,0.267683,122.854580267852,6.85059537306409
beta_3.47193_m0.143979_muoverpit_0.22_b45/,3.47193,0.143979,0.11519,0.11519,0,45,0.267683,122.854580267852,6.85059537306409
beta_3.47193_m0.143979_muoverpit_0.24_b45/,3.47193,0.143979,0.12566,0.12566,0,45,0.267683,122.854580267852,6.85059537306409
beta_3.47193_m0.143979_muoverpit_0.275_b45/,3.47193,0.143979,0.14399,0.14399,0,45,0.267683,122.854580267852,6.85059537306409
beta_3.54798_m0.102877_muoverpit_0.0_b30/,3.54798,0.102877,0,0,0,30,0.218552,150.472576823088,6.85123823626887
beta_3.54798_m0.102877_muoverpit_0.14_b30/,3.54798,0.102877,0.0733,0.0733,0,30,0.218552,150.472576823088,6.85123823626887
beta_3.54798_m0.102877_muoverpit_0.17_b30/,3.54798,0.102877,0.08901,0.08901,0,30,0.218552,150.472576823088,6.85123823626887
beta_3.54798_m0.102877_muoverpit_0.1_b30/,3.54798,0.102877,0.05236,0.05236,0,30,0.218552,150.472576823088,6.85123823626887
beta_3.54798_m0.102877_muoverpit_0.20_b30/,3.54798,0.102877,0.10472,0.10472,0,30,0.218552,150.472576823088,6.85123823626887
beta_3.54798_m0.102877_muoverpit_0.22_b30/,3.54798,0.102877,0.11519,0.11519,0,30,0.218552,150.472576823088,6.85123823626887
beta_3.54798_m0.102877_muoverpit_0.24_b30/,3.54798,0.102877,0.12566,0.12566,0,30,0.218552,150.472576823088,6.85123823626887
beta_3.54798_m0.102877_muoverpit_0.275_b30/,3.54798,0.102877,0.14399,0.14399,0,30,0.218552,150.472576823088,6.85123823626887
beta_3.58696_m0.0874556_muoverpit_0.0_b24/,3.58696,0.0874556,0,0,0,24,0.195439,168.267759300035,6.85403255671547
beta_3.58696_m0.0874556_muoverpit_0.14_b24/,3.58696,0.0874556,0.0733,0.0733,0,24,0.195439,168.267759300035,6.85403255671547
beta_3.58696_m0.0874556_muoverpit_0.17_b24/,3.58696,0.0874556,0.08901,0.08901,0,24,0.195439,168.267759300035,6.85403255671547
beta_3.58696_m0.0874556_muoverpit_0.1_b24/,3.58696,0.0874556,0.05236,0.05236,0,24,0.195439,168.267759300035,6.85403255671547
beta_3.58696_m0.0874556_muoverpit_0.20_b24/,3.58696,0.0874556,0.10472,0.10472,0,24,0.195439,168.267759300035,6.85403255671547
beta_3.58696_m0.0874556_muoverpit_0.22_b24/,3.58696,0.0874556,0.11519,0.11519,0,24,0.195439,168.267759300035,6.85403255671547
beta_3.58696_m0.0874556_muoverpit_0.24_b24/,3.58696,0.0874556,0.12566,0.12566,0,24,0.195439,168.267759300035,6.85403255671547
beta_3.58696_m0.0874556_muoverpit_0.275_b24/,3.58696,0.0874556,0.14399,0.14399,0,24,0.195439,168.267759300035,6.85403255671547
beta_3.4836_m0.136136_muoverpit_0.0_b53/,3.4836,0.136136,0,0,0,53,0.259863,126.551616081703,8.56139153205781
beta_3.4836_m0.136136_muoverpit_0.14_b53/,3.4836,0.136136,0.0733,0.0733,0,53,0.259863,126.551616081703,8.56139153205781
beta_3.4836_m0.136136_muoverpit_0.17_b53/,3.4836,0.136136,0.08901,0.08901,0,53,0.259863,126.551616081703,8.56139153205781
beta_3.4836_m0.136136_muoverpit_0.1_b53/,3.4836,0.136136,0.05236,0.05236,0,53,0.259863,126.551616081703,8.56139153205781
beta_3.4836_m0.136136_muoverpit_0.20_b53/,3.4836,0.136136,0.10472,0.10472,0,53,0.259863,126.551616081703,8.56139153205781
beta_3.4836_m0.136136_muoverpit_0.22_b53/,3.4836,0.136136,0.11519,0.11519,0,53,0.259863,126.551616081703,8.56139153205781
beta_3.4836_m0.136136_muoverpit_0.24_b53/,3.4836,0.136136,0.12566,0.12566,0,53,0.259863,126.551616081703,8.56139153205781
beta_3.4836_m0.136136_muoverpit_0.275_b53/,3.4836,0.136136,0.14399,0.14399,0,53,0.259863,126.551616081703,8.56139153205781
beta_3.6562_m0.06703_muoverpit_0.0_b20/,3.6562,0.06703,0,0,0,20,0.15963,206.014424668543,8.56166741519457
beta_3.6562_m0.06703_muoverpit_0.14_b20/,3.6562,0.06703,0.0733,0.0733,0,20,0.15963,206.014424668543,8.56166741519457
beta_3.6562_m0.06703_muoverpit_0.17_b20/,3.6562,0.06703,0.08901,0.08901,0,20,0.15963,206.014424668543,8.56166741519457
beta_3.6562_m0.06703_muoverpit_0.1_b20/,3.6562,0.06703,0.05236,0.05236,0,20,0.15963,206.014424668543,8.56166741519457
beta_3.6562_m0.06703_muoverpit_0.20_b20/,3.6562,0.06703,0.10472,0.10472,0,20,0.15963,206.014424668543,8.56166741519457
beta_3.6562_m0.06703_muoverpit_0.22_b20/,3.6562,0.06703,0.11519,0.11519,0,20,0.15963,206.014424668543,8.56166741519457
beta_3.6562_m0.06703_muoverpit_0.24_b20/,3.6562,0.06703,0.12566,0.12566,0,20,0.15963,206.014424668543,8.56166741519457
beta_3.6562_m0.06703_muoverpit_0.275_b20/,3.6562,0.06703,0.14399,0.14399,0,20,0.15963,206.014424668543,8.56166741519457
beta_3.5503_m0.10186_muoverpit_0.0_b37/,3.5503,0.10186,0,0,0,37,0.217113,151.469891760694,8.56224109165231
beta_3.5503_m0.10186_muoverpit_0.14_b37/,3.5503,0.10186,0.0733,0.0733,0,37,0.217113,151.469891760694,8.56224109165231
beta_3.5503_m0.10186_muoverpit_0.17_b37/,3.5503,0.10186,0.08901,0.08901,0,37,0.217113,151.469891760694,8.56224109165231
beta_3.5503_m0.10186_muoverpit_0.1_b37/,3.5503,0.10186,0.05236,0.05236,0,37,0.217113,151.469891760694,8.56224109165231
beta_3.5503_m0.10186_muoverpit_0.20_b37/,3.5503,0.10186,0.10472,0.10472,0,37,0.217113,151.469891760694,8.56224109165231
beta_3.5503_m0.10186_muoverpit_0.22_b37/,3.5503,0.10186,0.11519,0.11519,0,37,0.217113,151.469891760694,8.56224109165231
beta_3.5503_m0.10186_muoverpit_0.24_b37/,3.5503,0.10186,0.12566,0.12566,0,37,0.217113,151.469891760694,8.56224109165231
beta_3.5503_m0.10186_muoverpit_0.275_b37/,3.5503,0.10186,0.14399,0.14399,0,37,0.217113,151.469891760694,8.56224109165231
beta_3.5066_m0.12264_muoverpit_0.0_b47/,3.5066,0.12264,0,0,0,47,0.244699,134.394021266288,8.56230815242072
beta_3.5066_m0.12264_muoverpit_0.14_b47/,3.5066,0.12264,0.0733,0.0733,0,47,0.244699,134.394021266288,8.56230815242072
beta_3.5066_m0.12264_muoverpit_0.17_b47/,3.5066,0.12264,0.08901,0.08901,0,47,0.244699,134.394021266288,8.56230815242072
beta_3.5066_m0.12264_muoverpit_0.1_b47/,3.5066,0.12264,0.05236,0.05236,0,47,0.244699,134.394021266288,8.56230815242072
beta_3.5066_m0.12264_muoverpit_0.20_b47/,3.5066,0.12264,0.10472,0.10472,0,47,0.244699,134.394021266288,8.56230815242072
beta_3.5066_m0.12264_muoverpit_0.22_b47/,3.5066,0.12264,0.11519,0.11519,0,47,0.244699,134.394021266288,8.56230815242072
beta_3.5066_m0.12264_muoverpit_0.24_b47/,3.5066,0.12264,0.12566,0.12566,0,47,0.244699,134.394021266288,8.56230815242072
beta_3.5066_m0.12264_muoverpit_0.275_b47/,3.5066,0.12264,0.14399,0.14399,0,47,0.244699,134.394021266288,8.56230815242072
beta_3.5148_m0.11860_muoverpit_0.0_b45/,3.5148,0.1186,0,0,0,45,0.239422,137.356143586803,8.56331244204256
beta_3.5148_m0.11860_muoverpit_0.14_b45/,3.5148,0.1186,0.0733,0.0733,0,45,0.239422,137.356143586803,8.56331244204256
beta_3.5148_m0.11860_muoverpit_0.17_b45/,3.5148,0.1186,0.08901,0.08901,0,45,0.239422,137.356143586803,8.56331244204256
beta_3.5148_m0.11860_muoverpit_0.1_b45/,3.5148,0.1186,0.05236,0.05236,0,45,0.239422,137.356143586803,8.56331244204256
beta_3.5148_m0.11860_muoverpit_0.20_b45/,3.5148,0.1186,0.10472,0.10472,0,45,0.239422,137.356143586803,8.56331244204256
beta_3.5148_m0.11860_muoverpit_0.22_b45/,3.5148,0.1186,0.11519,0.11519,0,45,0.239422,137.356143586803,8.56331244204256
beta_3.5148_m0.11860_muoverpit_0.24_b45/,3.5148,0.1186,0.12566,0.12566,0,45,0.239422,137.356143586803,8.56331244204256
beta_3.5148_m0.11860_muoverpit_0.275_b45/,3.5148,0.1186,0.14399,0.14399,0,45,0.239422,137.356143586803,8.56331244204256
beta_3.5703_m0.09367_muoverpit_0.0_b33/,3.5703,0.09367,0,0,0,33,0.205024,160.40113650031,8.56370937277587
beta_3.5703_m0.09367_muoverpit_0.14_b33/,3.5703,0.09367,0.0733,0.0733,0,33,0.205024,160.40113650031,8.56370937277587
beta_3.5703_m0.09367_muoverpit_0.17_b33/,3.5703,0.09367,0.08901,0.08901,0,33,0.205024,160.40113650031,8.56370937277587
beta_3.5703_m0.09367_muoverpit_0.1_b33/,3.5703,0.09367,0.05236,0.05236,0,33,0.205024,160.40113650031,8.56370937277587
beta_3.5703_m0.09367_muoverpit_0.20_b33/,3.5703,0.09367,0.10472,0.10472,0,33,0.205024,160.40113650031,8.56370937277587
beta_3.5703_m0.09367_muoverpit_0.22_b33/,3.5703,0.09367,0.11519,0.11519,0,33,0.205024,160.40113650031,8.56370937277587
beta_3.5703_m0.09367_muoverpit_0.24_b33/,3.5703,0.09367,0.12566,0.12566,0,33,0.205024,160.40113650031,8.56370937277587
beta_3.5703_m0.09367_muoverpit_0.275_b33/,3.5703,0.09367,0.14399,0.14399,0,33,0.205024,160.40113650031,8.56370937277587
beta_3.6178_m0.07734_muoverpit_0.0_b25/,3.6178,0.07734,0,0,0,25,0.178449,184.288410749511,8.56385206330537
beta_3.6178_m0.07734_muoverpit_0.14_b25/,3.6178,0.07734,0.0733,0.0733,0,25,0.178449,184.288410749511,8.56385206330537
beta_3.6178_m0.07734_muoverpit_0.17_b25/,3.6178,0.07734,0.08901,0.08901,0,25,0.178449,184.288410749511,8.56385206330537
beta_3.6178_m0.07734_muoverpit_0.1_b25/,3.6178,0.07734,0.05236,0.05236,0,25,0.178449,184.288410749511,8.56385206330537
beta_3.6178_m0.07734_muoverpit_0.20_b25/,3.6178,0.07734,0.10472,0.10472,0,25,0.178449,184.288410749511,8.56385206330537
beta_3.6178_m0.07734_muoverpit_0.22_b25/,3.6178,0.07734,0.11519,0.11519,0,25,0.178449,184.288410749511,8.56385206330537
beta_3.6178_m0.07734_muoverpit_0.24_b25/,3.6178,0.07734,0.12566,0.12566,0,25,0.178449,184.288410749511,8.56385206330537
beta_3.6178_m0.07734_muoverpit_0.275_b25/,3.6178,0.07734,0.14399,0.14399,0,25,0.178449,184.288410749511,8.56385206330537
beta_3.5364_m0.10805_muoverpit_0.0_b40/,3.5364,0.10805,0,0,0,40,0.225722,145.692854971334,8.56386074938313
beta_3.5364_m0.10805_muoverpit_0.14_b40/,3.5364,0.10805,0.0733,0.0733,0,40,0.225722,145.692854971334,8.56386074938313
beta_3.5364_m0.10805_muoverpit_0.17_b40/,3.5364,0.10805,0.08901,0.08901,0,40,0.225722,145.692854971334,8.56386074938313
beta_3.5364_m0.10805_muoverpit_0.1_b40/,3.5364,0.10805,0.05236,0.05236,0,40,0.225722,145.692854971334,8.56386074938313
beta_3.5364_m0.10805_muoverpit_0.20_b40/,3.5364,0.10805,0.10472,0.10472,0,40,0.225722,145.692854971334,8.56386074938313
beta_3.5364_m0.10805_muoverpit_0.22_b40/,3.5364,0.10805,0.11519,0.11519,0,40,0.225722,145.692854971334,8.56386074938313
beta_3.5364_m0.10805_muoverpit_0.24_b40/,3.5364,0.10805,0.12566,0.12566,0,40,0.225722,145.692854971334,8.56386074938313
beta_3.5364_m0.10805_muoverpit_0.275_b40/,3.5364,0.10805,0.14399,0.14399,0,40,0.225722,145.692854971334,8.56386074938313
beta_3.5601_m0.09776_muoverpit_0.0_b35/,3.5601,0.09776,0,0,0,35,0.21114,155.754866959551,8.56415255460218
beta_3.5601_m0.09776_muoverpit_0.14_b35/,3.5601,0.09776,0.0733,0.0733,0,35,0.21114,155.754866959551,8.56415255460218
beta_3.5601_m0.09776_muoverpit_0.17_b35/,3.5601,0.09776,0.08901,0.08901,0,35,0.21114,155.754866959551,8.56415255460218
beta_3.5601_m0.09776_muoverpit_0.1_b35/,3.5601,0.09776,0.05236,0.05236,0,35,0.21114,155.754866959551,8.56415255460218
beta_3.5601_m0.09776_muoverpit_0.20_b35/,3.5601,0.09776,0.10472,0.10472,0,35,0.21114,155.754866959551,8.56415255460218
beta_3.5601_m0.09776_muoverpit_0.22_b35/,3.5601,0.09776,0.11519,0.11519,0,35,0.21114,155.754866959551,8.56415255460218
beta_3.5601_m0.09776_muoverpit_0.24_b35/,3.5601,0.09776,0.12566,0.12566,0,35,0.21114,155.754866959551,8.56415255460218
beta_3.5601_m0.09776_muoverpit_0.275_b35/,3.5601,0.09776,0.14399,0.14399,0,35,0.21114,155.754866959551,8.56415255460218
beta_3.4911_m0.13128_muoverpit_0.0_b51/,3.4911,0.13128,0,0,0,51,0.254869,129.031316518837,8.56433272079592
beta_3.4911_m0.13128_muoverpit_0.14_b51/,3.4911,0.13128,0.0733,0.0733,0,51,0.254869,129.031316518837,8.56433272079592
beta_3.4911_m0.13128_muoverpit_0.17_b51/,3.4911,0.13128,0.08901,0.08901,0,51,0.254869,129.031316518837,8.56433272079592
beta_3.4911_m0.13128_muoverpit_0.1_b51/,3.4911,0.13128,0.05236,0.05236,0,51,0.254869,129.031316518837,8.56433272079592
beta_3.4911_m0.13128_muoverpit_0.20_b51/,3.4911,0.13128,0.10472,0.10472,0,51,0.254869,129.031316518837,8.56433272079592
beta_3.4911_m0.13128_muoverpit_0.22_b51/,3.4911,0.13128,0.11519,0.11519,0,51,0.254869,129.031316518837,8.56433272079592
beta_3.4911_m0.13128_muoverpit_0.24_b51/,3.4911,0.13128,0.12566,0.12566,0,51,0.254869,129.031316518837,8.56433272079592
beta_3.4911_m0.13128_muoverpit_0.275_b51/,3.4911,0.13128,0.14399,0.14399,0,51,0.254869,129.031316518837,8.56433272079592
beta_3.5275_m0.11224_muoverpit_0.0_b42/,3.5275,0.11224,0,0,0,42,0.231289,142.186107466587,8.56439557678842
beta_3.5275_m0.11224_muoverpit_0.14_b42/,3.5275,0.11224,0.0733,0.0733,0,42,0.231289,142.186107466587,8.56439557678842
beta_3.5275_m0.11224_muoverpit_0.17_b42/,3.5275,0.11224,0.08901,0.08901,0,42,0.231289,142.186107466587,8.56439557678842
beta_3.5275_m0.11224_muoverpit_0.1_b42/,3.5275,0.11224,0.05236,0.05236,0,42,0.231289,142.186107466587,8.56439557678842
beta_3.5275_m0.11224_muoverpit_0.20_b42/,3.5275,0.11224,0.10472,0.10472,0,42,0.231289,142.186107466587,8.56439557678842
beta_3.5275_m0.11224_muoverpit_0.22_b42/,3.5275,0.11224,0.11519,0.11519,0,42,0.231289,142.186107466587,8.56439557678842
beta_3.5275_m0.11224_muoverpit_0.24_b42/,3.5275,0.11224,0.12566,0.12566,0,42,0.231289,142.186107466587,8.56439557678842
beta_3.5275_m0.11224_muoverpit_0.275_b42/,3.5275,0.11224,0.14399,0.14399,0,42,0.231289,142.186107466587,8.56439557678842
beta_3.4949_m0.12889_muoverpit_0.0_b50/,3.4949,0.12889,0,0,0,50,0.252354,130.317263090102,8.56459839662828
beta_3.4949_m0.12889_muoverpit_0.14_b50/,3.4949,0.12889,0.0733,0.0733,0,50,0.252354,130.317263090102,8.56459839662828
beta_3.4949_m0.12889_muoverpit_0.17_b50/,3.4949,0.12889,0.08901,0.08901,0,50,0.252354,130.317263090102,8.56459839662828
beta_3.4949_m0.12889_muoverpit_0.1_b50/,3.4949,0.12889,0.05236,0.05236,0,50,0.252354,130.317263090102,8.56459839662828
beta_3.4949_m0.12889_muoverpit_0.20_b50/,3.4949,0.12889,0.10472,0.10472,0,50,0.252354,130.317263090102,8.56459839662828
beta_3.4949_m0.12889_muoverpit_0.22_b50/,3.4949,0.12889,0.11519,0.11519,0,50,0.252354,130.317263090102,8.56459839662828
beta_3.4949_m0.12889_muoverpit_0.24_b50/,3.4949,0.12889,0.12566,0.12566,0,50,0.252354,130.317263090102,8.56459839662828
beta_3.4949_m0.12889_muoverpit_0.275_b50/,3.4949,0.12889,0.14399,0.14399,0,50,0.252354,130.317263090102,8.56459839662828
beta_3.5870_m0.08746_muoverpit_0.0_b30/,3.587,0.08746,0,0,0,30,0.195416,168.287564016455,8.56955757304224
beta_3.5870_m0.08746_muoverpit_0.14_b30/,3.587,0.08746,0.0733,0.0733,0,30,0.195416,168.287564016455,8.56955757304224
beta_3.5870_m0.08746_muoverpit_0.17_b30/,3.587,0.08746,0.08901,0.08901,0,30,0.195416,168.287564016455,8.56955757304224
beta_3.5870_m0.08746_muoverpit_0.1_b30/,3.587,0.08746,0.05236,0.05236,0,30,0.195416,168.287564016455,8.56955757304224
beta_3.5870_m0.08746_muoverpit_0.20_b30/,3.587,0.08746,0.10472,0.10472,0,30,0.195416,168.287564016455,8.56955757304224
