#Starting calculation, 100 configurations, 0 offset, index file: /home/vasilievav15_2089/_scratch/compute/SU3/configurations/24^3x24/mu=0.05/ma=0.001/nfluxes=47/index.txt
#N_stochastic_estimator = 42
0	-0.040933849359764
1	-0.048427444142297
2	-0.018246418271113
3	0.006361919085270
4	-0.018952186866662
5	-0.094145551325197
6	-0.029387917106578
7	-0.023801021756984
8	-0.006541238032947
9	-0.016986329343811
10	-0.016540596524188
11	-0.036703937606125
12	-0.040834794073508
13	0.017870117555247
14	-0.033090371068495
15	-0.030658159878319
16	0.000537779049943
17	-0.052214764021527
18	-0.032912437108116
19	-0.004814505629938
20	-0.015085296238690
21	-0.046291703999033
22	-0.024879525911045
23	-0.025087118838639
24	-0.023918280703616
25	-0.060047701611282
26	-0.021882363312230
27	-0.029590248547776
28	-0.036686732474759
29	-0.001396278394718
30	0.004974432414546
#	Axial curent on Z-axis direction
-0.025816533033624228 0.003977921697319829

#	Axial curent on Z-axis direction
-0.025816533033624228 0.003977921697319829

