#Ls   Lt  mu  ma  nfluxes AxialCurrent Err
16 12 0.00 0.001 0 0.000271667679998 0.001513425308036
16 12 0.00 0.001 1 nan nan
16 12 0.00 0.001 2 -0.020947351276746 0.001291867492306
16 12 0.00 0.001 3 nan nan
16 12 0.00 0.001 4 -0.042137615515872 0.001117808425128
16 12 0.00 0.001 5 -0.037088514572537 0.000790612226878
16 12 0.00 0.001 6 nan nan
16 12 0.00 0.001 7 -0.008635260611691 0.000987332273529
16 12 0.00 0.001 8 nan nan
16 12 0.00 0.001 9 -0.002776009463098 0.001124527569271
16 12 0.00 0.001 10 nan nan
16 12 0.00 0.001 11 -0.027425090201735 0.001326509981417
16 12 0.00 0.001 12 nan nan
16 12 0.00 0.001 13 -0.032367699098476 0.001218616885525
16 12 0.00 0.001 14 nan nan
16 12 0.00 0.001 15 nan nan
16 12 0.00 0.001 16 -0.000640738699638 0.001213672457469
16 12 0.00 0.001 17 nan nan
16 12 0.00 0.001 18 -0.004914448790699 0.001263524801099
16 12 0.00 0.001 19 -0.017407110702458 0.001020954482464
16 12 0.00 0.001 20 -0.021326593073962 0.001160473707015
16 12 0.00 0.001 21 nan nan
16 12 0.00 0.001 22 nan nan
16 12 0.00 0.001 23 -0.007855177834749 0.001191624508479
16 12 0.00 0.001 24 -0.001685334167172 0.001195718936602
16 12 0.00 0.001 25 nan nan
16 12 0.00 0.001 26 -0.002685901452047 0.001069605739059
16 12 0.00 0.001 27 nan nan
16 12 0.00 0.001 28 -0.012619592567219 0.001024747414563
16 12 0.00 0.001 29 -0.014480174524982 0.001024983525325
16 12 0.00 0.001 30 -0.004978669261460 0.001027192662915
16 12 0.00 0.001 31 nan nan
16 12 0.00 0.001 32 -0.000997988782531 0.001169548453914
16 12 0.00 0.001 33 nan nan
16 12 0.00 0.001 34 nan nan
16 12 0.00 0.001 35 nan nan
16 12 0.00 0.001 36 -0.006509477307375 0.001135645224424
16 12 0.00 0.001 37 -0.006512734429760 0.001055937328113
16 12 0.00 0.001 38 -0.009989990020554 0.000994760429562
16 12 0.00 0.001 39 nan nan
16 12 0.00 0.001 40 nan nan
16 12 0.00 0.001 41 0.002661022832978 0.001061205180594
16 12 0.00 0.001 42 0.001685704878713 0.000973103897138
16 12 0.00 0.001 43 nan nan
16 12 0.00 0.001 44 nan nan
16 12 0.00 0.001 45 nan nan
16 12 0.00 0.001 46 -0.005552704438449 0.000989156970667
16 12 0.00 0.001 47 -0.002450549484017 0.001074371832097
16 12 0.00 0.001 48 -0.000015261904561 0.001166927380161
16 12 0.00 0.001 49 0.002554873841396 0.001079619190999
16 12 0.00 0.001 50 nan nan
16 12 0.00 0.001 51 nan nan
16 12 0.00 0.001 52 0.000599700553670 0.000822955760243
16 12 0.00 0.001 53 -0.005579899285011 0.000928197571283
16 12 0.00 0.001 54 -0.001723897470161 0.000989558283607
16 12 0.00 0.001 55 nan nan
16 12 0.00 0.001 56 0.000613538617620 0.001124348788161
16 12 0.00 0.001 57 nan nan
16 12 0.00 0.001 58 nan nan
16 12 0.00 0.001 59 0.000010264503729 0.000934387975102
16 12 0.00 0.001 60 0.000749954560814 0.000920849733484
16 12 0.00 0.001 61 nan nan
16 12 0.00 0.001 62 nan nan
16 12 0.00 0.001 63 -0.001863422182920 0.001094057749868
16 12 0.00 0.001 64 nan nan
16 12 0.00 0.001 65 -0.000583569091912 0.000828390249909
16 12 0.00 0.001 66 nan nan
16 12 0.00 0.001 67 0.000132150490737 0.000817222453844
16 12 0.00 0.001 68 nan nan
16 12 0.00 0.001 69 0.001801682590902 0.000902039303781
16 12 0.00 0.001 70 0.001268747315791 0.000894867760501
16 12 0.00 0.001 71 0.002396432837662 0.001067631801952
16 12 0.00 0.001 72 nan nan
16 12 0.00 0.001 73 nan nan
16 12 0.00 0.001 74 nan nan
16 12 0.00 0.001 75 -0.003573304915888 0.000975617026162
16 12 0.00 0.001 76 0.000688943878081 0.000835579018077
16 12 0.00 0.001 77 nan nan
16 12 0.00 0.001 78 nan nan
16 12 0.00 0.001 79 0.001573975947112 0.000839760078690
16 12 0.00 0.001 80 0.000874762488172 0.000943412901923
16 12 0.00 0.001 81 nan nan
16 12 0.00 0.001 82 -0.005179295579069 0.001018562763940
16 12 0.00 0.001 83 -0.000397260321314 0.000947276753559
16 12 0.00 0.001 84 -0.003515763355565 0.000992484169470
16 12 0.00 0.001 85 0.000404374475627 0.000863489951615
16 12 0.00 0.001 86 nan nan
16 12 0.00 0.001 87 0.003304206166257 0.000879681454086
16 12 0.00 0.001 88 nan nan
16 12 0.00 0.001 89 nan nan
16 12 0.00 0.001 90 nan nan
16 12 0.00 0.001 91 -0.007924441798828 0.000962133350433
16 12 0.00 0.001 92 nan nan
16 12 0.00 0.001 93 -0.003782967204137 0.000807757119527
16 12 0.00 0.001 94 -0.000060529080557 0.000947853088417
16 12 0.00 0.001 95 0.002213612263002 0.000774599536203
16 12 0.00 0.001 96 -0.000688318645569 0.000844435045635
16 12 0.00 0.001 97 nan nan
16 12 0.00 0.001 98 -0.004215634381557 0.000977166043988
16 12 0.00 0.001 99 -0.012074944853351 0.000840028029307
16 12 0.00 0.001 100 nan nan
16 12 0.00 0.001 101 nan nan
16 12 0.00 0.001 102 nan nan
16 12 0.00 0.001 103 nan nan
16 12 0.00 0.001 104 nan nan
16 12 0.00 0.001 105 -0.008670950013479 0.001179861035643
16 12 0.00 0.001 106 -0.015832357062702 0.001247699503889
16 12 0.00 0.001 107 -0.021073812077845 0.001251402949327
16 12 0.00 0.001 108 -0.024459960899697 0.001051790403194
16 12 0.00 0.001 109 -0.017568748014275 0.001231269510364
16 12 0.00 0.001 110 -0.007150541851037 0.000985493166313
16 12 0.00 0.001 111 -0.001683526974717 0.001145196501169
16 12 0.00 0.001 112 nan nan
16 12 0.00 0.001 113 -0.006514388908531 0.001025745918479
16 12 0.00 0.001 114 nan nan
16 12 0.00 0.001 115 -0.031366116334870 0.001121393529536
16 12 0.00 0.001 116 -0.033239523300956 0.001089379270553
16 12 0.00 0.001 117 nan nan
16 12 0.00 0.001 118 nan nan
16 12 0.00 0.001 119 nan nan
16 12 0.00 0.001 120 0.000003445557609 0.001182350485591
16 12 0.00 0.001 121 -0.007236223445552 0.001062752708882
16 12 0.00 0.001 122 nan nan
16 12 0.00 0.001 123 nan nan
16 12 0.00 0.001 124 nan nan
16 12 0.00 0.001 125 nan nan
16 12 0.00 0.001 126 -0.019723919583190 0.001250666703693
16 12 0.00 0.001 127 nan nan
16 12 0.00 0.001 128 nan nan
16 12 0.00 0.001 129 nan nan
16 12 0.00 0.001 130 nan nan
16 12 0.00 0.001 131 nan nan
16 12 0.00 0.001 132 nan nan
16 12 0.00 0.001 133 nan nan
16 12 0.00 0.001 134 nan nan
16 12 0.00 0.001 135 nan nan
16 12 0.00 0.001 136 nan nan
16 12 0.00 0.001 137 nan nan
16 12 0.00 0.001 138 nan nan
16 12 0.00 0.001 139 nan nan
16 12 0.00 0.001 140 nan nan
16 12 0.00 0.001 141 nan nan
16 12 0.00 0.001 142 nan nan
16 12 0.00 0.001 143 nan nan
16 12 0.00 0.001 144 nan nan
16 12 0.00 0.001 145 nan nan
16 12 0.00 0.001 146 nan nan
16 12 0.00 0.001 147 nan nan
16 12 0.00 0.001 148 nan nan
16 12 0.00 0.001 149 nan nan
16 12 0.00 0.001 150 nan nan
16 12 0.00 0.001 151 nan nan
16 12 0.00 0.001 152 nan nan
16 12 0.00 0.001 153 nan nan
16 12 0.00 0.001 154 nan nan
16 12 0.00 0.001 155 nan nan
16 12 0.00 0.001 156 nan nan
16 12 0.00 0.001 157 nan nan
16 12 0.00 0.001 158 nan nan
16 12 0.00 0.001 159 nan nan
16 12 0.00 0.001 160 nan nan
16 12 0.00 0.001 161 nan nan
16 12 0.00 0.001 162 nan nan
16 12 0.00 0.001 163 nan nan
16 12 0.00 0.001 164 nan nan
16 12 0.00 0.001 165 nan nan
16 12 0.00 0.001 166 nan nan
16 12 0.00 0.001 167 nan nan
16 12 0.00 0.001 168 nan nan
16 12 0.00 0.001 169 nan nan
16 12 0.00 0.001 170 nan nan
16 12 0.00 0.001 171 nan nan
16 12 0.00 0.001 172 nan nan
16 12 0.00 0.001 173 nan nan
16 12 0.00 0.001 174 nan nan
16 12 0.00 0.001 175 nan nan
16 12 0.00 0.001 176 nan nan
16 12 0.00 0.001 177 nan nan
16 12 0.00 0.001 178 nan nan
16 12 0.00 0.001 179 nan nan
16 12 0.00 0.001 180 nan nan
16 12 0.00 0.001 181 nan nan
16 12 0.00 0.001 182 nan nan
16 12 0.00 0.001 183 nan nan
16 12 0.00 0.001 184 nan nan
16 12 0.00 0.001 185 nan nan
16 12 0.00 0.001 186 nan nan
16 12 0.00 0.001 187 nan nan
16 12 0.00 0.001 188 nan nan
16 12 0.00 0.001 189 nan nan
16 12 0.00 0.001 190 nan nan
16 12 0.00 0.001 191 nan nan
16 12 0.00 0.001 192 nan nan
16 12 0.00 0.001 193 nan nan
16 12 0.00 0.001 194 nan nan
16 12 0.00 0.001 195 nan nan
16 12 0.00 0.001 196 nan nan
16 12 0.00 0.001 197 nan nan
16 12 0.00 0.001 198 nan nan
16 12 0.00 0.001 199 nan nan
16 12 0.00 0.001 200 nan nan
16 12 0.00 0.001 201 nan nan
16 12 0.00 0.001 202 nan nan
16 12 0.00 0.001 203 nan nan
16 12 0.00 0.001 204 nan nan
16 12 0.00 0.001 205 nan nan
16 12 0.00 0.001 206 nan nan
16 12 0.00 0.001 207 nan nan
16 12 0.00 0.001 208 nan nan
16 12 0.00 0.001 209 nan nan
16 12 0.00 0.001 210 nan nan
16 12 0.00 0.001 211 nan nan
16 12 0.00 0.001 212 nan nan
16 12 0.00 0.001 213 nan nan
16 12 0.00 0.001 214 nan nan
16 12 0.00 0.001 215 nan nan
16 12 0.00 0.001 216 nan nan
16 12 0.00 0.001 217 nan nan
16 12 0.00 0.001 218 nan nan
16 12 0.00 0.001 219 nan nan
16 12 0.00 0.001 220 nan nan
16 12 0.00 0.001 221 nan nan
16 12 0.00 0.001 222 nan nan
16 12 0.00 0.001 223 nan nan
16 12 0.00 0.001 224 nan nan
16 12 0.00 0.001 225 nan nan
16 12 0.00 0.001 226 nan nan
16 12 0.00 0.001 227 nan nan
16 12 0.00 0.001 228 nan nan
16 12 0.00 0.001 229 nan nan
16 12 0.00 0.001 230 nan nan
16 12 0.00 0.001 231 nan nan
16 12 0.00 0.001 232 nan nan
16 12 0.00 0.001 233 nan nan
16 12 0.00 0.001 234 nan nan
16 12 0.00 0.001 235 nan nan
16 12 0.00 0.001 236 nan nan
16 12 0.00 0.001 237 nan nan
16 12 0.00 0.001 238 nan nan
