#Ls   Lt  mu  ma  nfluxes AxialCurrent Err
24 24 0.05 0.001 0 -0.001150943294250 0.000620649294964
24 24 0.05 0.001 1 -0.000679704572843 0.000632410242985
24 24 0.05 0.001 2 -0.000057403557262 0.000601646431636
24 24 0.05 0.001 3 -0.000739966556994 0.000588934588000
24 24 0.05 0.001 4 -0.000218854901376 0.000664935439540
24 24 0.05 0.001 5 0.000060172617281 0.000586876873574
24 24 0.05 0.001 6 0.000204010061825 0.000562404374180
24 24 0.05 0.001 7 -0.000492068736981 0.000575170223287
24 24 0.05 0.001 8 0.000321038353185 0.000569714567328
24 24 0.05 0.001 9 nan nan
24 24 0.05 0.001 10 -0.000291825111653 0.000382356686296
24 24 0.05 0.001 11 -0.000080772483607 0.000413623727658
24 24 0.05 0.001 12 0.000412076242735 0.000506632427348
24 24 0.05 0.001 13 nan nan
24 24 0.05 0.001 14 -0.000088282916520 0.000387640581459
24 24 0.05 0.001 15 0.000230067895927 0.000481019681763
24 24 0.05 0.001 16 0.000324580969360 0.000409506063212
24 24 0.05 0.001 17 0.000226066655967 0.000477994840477
24 24 0.05 0.001 18 0.000149568721252 0.000483368104368
24 24 0.05 0.001 19 0.000246191110431 0.000439399346073
24 24 0.05 0.001 20 -0.000070442048765 0.000448849486511
24 24 0.05 0.001 21 -0.000220759491932 0.000476320314935
24 24 0.05 0.001 22 -0.000303342678659 0.000442127716644
24 24 0.05 0.001 23 -0.000733837049803 0.000510360479638
24 24 0.05 0.001 24 -0.000529844620465 0.000435591927976
24 24 0.05 0.001 25 -0.000377554429910 0.000490212966917
24 24 0.05 0.001 26 0.000058766847909 0.000449976996845
24 24 0.05 0.001 27 -0.000597793894063 0.000408766181589
24 24 0.05 0.001 28 -0.000428888125455 0.000480816568396
24 24 0.05 0.001 29 -0.000674423234616 0.000435837952761
24 24 0.05 0.001 30 -0.000040030127129 0.000431663553828
24 24 0.05 0.001 31 -0.000718459439612 0.000461879530739
24 24 0.05 0.001 32 -0.000702328745415 0.000500297950784
24 24 0.05 0.001 33 -0.000836524785931 0.000494453539033
24 24 0.05 0.001 34 -0.000909189426096 0.000502444958432
24 24 0.05 0.001 35 -0.000771000791246 0.000528325000660
24 24 0.05 0.001 36 -0.000429831664204 0.000421993680567
24 24 0.05 0.001 37 -0.000339374704263 0.000424656251158
24 24 0.05 0.001 38 -0.000812207079943 0.000526880246394
24 24 0.05 0.001 39 -0.000001557173357 0.000462945056651
24 24 0.05 0.001 40 -0.000154625190459 0.000434299702353
24 24 0.05 0.001 41 -0.000704649426552 0.000541850795133
24 24 0.05 0.001 42 -0.000731481611168 0.000541535360067
24 24 0.05 0.001 43 0.000548886059610 0.000413056925310
24 24 0.05 0.001 44 -0.000090014267093 0.000416694782405
24 24 0.05 0.001 45 -0.000137298537197 0.000547150604291
24 24 0.05 0.001 46 -0.000357063796435 0.000402773250948
24 24 0.05 0.001 47 -0.000554878811606 0.000484892758240
24 24 0.05 0.001 48 -0.000022094976239 0.000460252717318
24 24 0.05 0.001 49 0.000674411591693 0.000425360234734
24 24 0.05 0.001 50 -0.000242981610361 0.000390432241997
24 24 0.05 0.001 51 -0.000105105488141 0.000494878864728
24 24 0.05 0.001 52 -0.000066319784923 0.000471838626649
24 24 0.05 0.001 53 -0.000151923975908 0.000426015055366
24 24 0.05 0.001 54 -0.000029954142612 0.000448166890368
24 24 0.05 0.001 55 0.000010145444852 0.000452709957730
24 24 0.05 0.001 56 -0.000013146203657 0.000446270733297
24 24 0.05 0.001 57 -0.000065609534325 0.000484777775044
24 24 0.05 0.001 58 0.000144642468784 0.000420003450439
24 24 0.05 0.001 59 0.000086088908176 0.000468328279082
24 24 0.05 0.001 60 0.000037306649948 0.000467885901607
24 24 0.05 0.001 61 -0.000626254829528 0.000441946236598
24 24 0.05 0.001 62 0.000457685385412 0.000464923607453
24 24 0.05 0.001 63 -0.000625876806060 0.000413999664170
24 24 0.05 0.001 64 0.000349286712790 0.000454513381841
24 24 0.05 0.001 65 -0.000213080565727 0.000384621078911
24 24 0.05 0.001 66 0.000258545938171 0.000420601107941
24 24 0.05 0.001 67 0.000224214668799 0.000427590894333
24 24 0.05 0.001 68 0.000248098109401 0.000409328272698
24 24 0.05 0.001 69 -0.000649567055209 0.000423617487835
24 24 0.05 0.001 70 0.000198590679649 0.000384960799425
24 24 0.05 0.001 71 0.000296297376885 0.000394804643286
24 24 0.05 0.001 72 0.000392571481511 0.000375107619505
24 24 0.05 0.001 73 nan nan
24 24 0.05 0.001 74 0.000261711353221 0.000362614607651
24 24 0.05 0.001 75 0.000183502617415 0.000343407018182
24 24 0.05 0.001 76 -0.000233173344730 0.000376908691515
24 24 0.05 0.001 77 0.000224991320729 0.000322042066754
24 24 0.05 0.001 78 0.000240063613049 0.000321644585088
24 24 0.05 0.001 79 0.000146882241158 0.000306563431574
24 24 0.05 0.001 80 0.000143061869140 0.000321345797172
24 24 0.05 0.001 81 -0.000347575836832 0.000308790479626
24 24 0.05 0.001 82 0.000185386521523 0.000318850192015
24 24 0.05 0.001 83 0.000307051299474 0.000317029273189
24 24 0.05 0.001 84 0.000220904827348 0.000333352264517
