#Starting calculation, 100 configurations, 0 offset, index file: /home/vasilievav15_2089/_scratch/compute/SU3/configurations/24^3x24/mu=0.70/ma=0.001/nfluxes=50/index.txt
#N_stochastic_estimator = 42
0	0.393540791805818
1	0.419448940111336
2	0.371318316073311
3	0.369503505747133
4	0.409954649637703
5	0.430617352695011
6	0.332057780089924
7	0.360894434978851
8	0.455297271833727
9	0.402052290576291
10	0.440741829253806
11	0.454716038903907
12	0.423836030150789
13	0.403267755740917
14	0.376925357251721
15	0.339417493415878
16	0.323860767514613
17	0.422326820680474
18	0.373285287661602
19	0.381450193407133
20	0.427168124180086
21	0.451039098260176
22	0.381903643867225
23	0.428922457591611
24	0.370715489390287
25	0.383138700538304
26	0.394735523482481
27	0.406371963151235
28	0.407954823948317
29	0.400715678834874
30	0.393151903309275
31	0.404045497862186
#	Axial curent on Z-axis direction
0.39794924412331256 0.005932671844853247

#	Axial curent on Z-axis direction
0.39794924412331256 0.005932671844853247

