#Ls   Lt  mu  ma  nfluxes AxialCurrent Err
8 8 0.60 0.001 0 0.00182837562965 0.00877417780798
8 8 0.60 0.001 1 0.678723094328 0.00308114864377
8 8 0.60 0.001 2 0.689161278048 0.0041718835988
8 8 0.60 0.001 3 0.517144899635 0.00467835908328
8 8 0.60 0.001 4 0.628742694304 0.00446017744326
8 8 0.60 0.001 5 0.683469571946 0.0178934681024
8 8 0.60 0.001 6 0.577077944937 0.0139055424415
8 8 0.60 0.001 7 0.469952643923 0.0139977366912
8 8 0.60 0.001 8 0.307746180473 0.00423317268168
8 8 0.60 0.001 9 0.448934048066 0.00440773292655
8 8 0.60 0.001 10 0.392687515898 0.0044556745313
8 8 0.60 0.001 11 0.224491109646 0.00422475921146
8 8 0.60 0.001 12 0.250473827548 0.00694034353522
8 8 0.60 0.001 13 0.191700702481 0.012440459699
8 8 0.60 0.001 14 0.138370184398 0.0126695179076
8 8 0.60 0.001 15 0.0483300236247 0.0154916564686
8 8 0.60 0.001 16 -0.00174549052552 0.00604038766879
8 8 0.60 0.001 17 -0.0652916959334 0.00504102304456
8 8 0.60 0.001 18 -0.120308618314 0.00478282968344
8 8 0.60 0.001 19 -0.190933365391 0.00487073075848
8 8 0.60 0.001 20 -0.246028084294 0.018723594406
8 8 0.60 0.001 21 -0.246292121646 0.00459536264352
8 8 0.60 0.001 22 -0.404671376094 0.00402388232993
8 8 0.60 0.001 23 -0.430433665487 0.00422729621922
8 8 0.60 0.001 24 -0.302349987219 0.00468653938543
8 8 0.60 0.001 25 -0.472502234208 0.00443432015502
8 8 0.60 0.001 26 -0.578356386904 0.0142012522853
8 8 0.60 0.001 27 -0.719532909717 0.0146677614611
8 8 0.60 0.001 28 -0.629646539224 0.00455077720412
8 8 0.60 0.001 29 -0.534650352973 0.00421410126385
8 8 0.60 0.001 30 -0.727310429905 0.003640897316
8 8 0.60 0.001 31 -0.690704538897 0.00306309805344
8 8 0.60 0.001 32 0.0108586688321 0.00877764453639
