#Ls   Lt  mu  ma  nfluxes AxialCurrent Err
8 8 0.30 0.01 0 -0.061232465615718 0.231212243875711
8 8 0.30 0.01 1 -1.326735426460056 0.344416418226650
8 8 0.30 0.01 2 -1.345643327247066 0.522318075994517
8 8 0.30 0.01 3 -0.771700822194624 0.370369505601404
8 8 0.30 0.01 4 -0.989987764249390 0.595524212930244
8 8 0.30 0.01 5 -0.711764202225577 0.317030977639277
8 8 0.30 0.01 6 -0.479368518805828 0.532083650820256
8 8 0.30 0.01 7 -0.183114340944779 0.488151089150539
8 8 0.30 0.01 8 -0.094621179370611 0.504870679361437
8 8 0.30 0.01 9 -0.430697105685934 0.441975225665947
8 8 0.30 0.01 10 -0.334705563949939 0.391326583819989
8 8 0.30 0.01 11 -0.155880640501150 0.365387734447553
8 8 0.30 0.01 12 -0.287691842623743 0.717681608714231
8 8 0.30 0.01 13 -0.148706210814011 0.416139532015053
8 8 0.30 0.01 14 -0.026804619993553 0.491635203082511
8 8 0.30 0.01 15 -0.118201207454861 0.320478758967357
8 8 0.30 0.01 16 0.165230077034168 0.566225859779618
8 8 0.30 0.01 17 0.028907411789185 0.512271543481543
8 8 0.30 0.01 18 0.064846650721910 0.563774401873330
8 8 0.30 0.01 19 0.067321601835487 0.332491736496557
8 8 0.30 0.01 20 0.283695915942752 0.544607575218310
8 8 0.30 0.01 21 0.100356795347065 0.307456446262068
8 8 0.30 0.01 22 0.331721776207095 0.492211541184332
8 8 0.30 0.01 23 0.486749368534029 0.421609016641568
8 8 0.30 0.01 24 0.060838535919288 0.550184952634045
8 8 0.30 0.01 25 0.226937545944855 0.441242653888927
8 8 0.30 0.01 26 0.327874073565894 0.558329773012912
8 8 0.30 0.01 27 0.612563941544764 0.412884839099589
8 8 0.30 0.01 28 0.982922983800077 0.478968793943692
8 8 0.30 0.01 29 0.721403835324198 0.483032612544510
8 8 0.30 0.01 30 1.088616661760498 0.369128206609151
8 8 0.30 0.01 31 1.096664716886955 0.371152022172316
8 8 0.30 0.01 32 -0.026073963948944 0.267704658224757
