#Starting calculation, 100 configurations, 0 offset, index file: /home/vasilievav15_2089/_scratch/compute/SU3/configurations/24^3x24/mu=0.05/ma=0.001/nfluxes=41/index.txt
#N_stochastic_estimator = 42
0	-0.066756489049118
1	-0.066145629418327
2	-0.050659185463946
3	-0.051714726627246
4	-0.050616095452044
5	-0.059583877321750
6	-0.050124479256822
7	-0.075616733351517
8	-0.044520374095469
9	-0.027315005022365
10	-0.022853024573560
11	-0.046678570076775
12	-0.070036348149269
13	-0.059414695270635
14	-0.080198211300519
15	-0.032081856449372
16	-0.036045028902270
17	-0.057943905003541
18	-0.065333715941924
19	-0.059588212018601
20	-0.052532659913160
21	-0.066123852073217
22	-0.052390743201388
23	-0.054690874197920
24	-0.055424517658010
25	-0.066085710947726
26	-0.056844973029441
27	-0.021023800073799
28	-0.047782999267140
29	-0.044317161079204
30	-0.040708300181411
31	-0.010424883110114
32	-0.041160958362114
33	-0.077064900669891
34	-0.053359297159993
#	Axial curent on Z-axis direction
-0.05180462267627423 0.002713233697726435

#	Axial curent on Z-axis direction
-0.05180462267627423 0.002713233697726435

