#Ls   Lt  mu  ma  nfluxes AxialCurrent Err
8 12 0.70 0.0001 0 nan nan
8 12 0.70 0.0001 1 nan nan
8 12 0.70 0.0001 2 nan nan
8 12 0.70 0.0001 3 nan nan
8 12 0.70 0.0001 4 nan nan
8 12 0.70 0.0001 5 nan nan
8 12 0.70 0.0001 6 nan nan
8 12 0.70 0.0001 7 nan nan
8 12 0.70 0.0001 8 nan nan
8 12 0.70 0.0001 9 nan nan
8 12 0.70 0.0001 10 nan nan
8 12 0.70 0.0001 11 nan nan
8 12 0.70 0.0001 12 nan nan
8 12 0.70 0.0001 13 nan nan
8 12 0.70 0.0001 14 nan nan
8 12 0.70 0.0001 15 nan nan
8 12 0.70 0.0001 16 nan nan
8 12 0.70 0.0001 17 nan nan
8 12 0.70 0.0001 18 nan nan
8 12 0.70 0.0001 19 nan nan
8 12 0.70 0.0001 20 nan nan
8 12 0.70 0.0001 21 nan nan
8 12 0.70 0.0001 22 nan nan
8 12 0.70 0.0001 23 nan nan
8 12 0.70 0.0001 24 nan nan
8 12 0.70 0.0001 25 nan nan
8 12 0.70 0.0001 26 nan nan
8 12 0.70 0.0001 27 nan nan
8 12 0.70 0.0001 28 nan nan
8 12 0.70 0.0001 29 nan nan
8 12 0.70 0.0001 30 nan nan
8 12 0.70 0.0001 31 nan nan
8 12 0.70 0.0001 32 nan nan
