#Ls   Lt  mu  ma  nfluxes AxialCurrent Err
24 16 0.00 0.001 0 -0.000358977369788 0.000770551140425
24 16 0.00 0.001 1 -0.000082170758801 0.000693397849525
24 16 0.00 0.001 2 -0.007404888164183 0.000641046747959
24 16 0.00 0.001 3 -0.000409941239752 0.000812126448538
24 16 0.00 0.001 4 0.001338729404734 0.000679556377001
24 16 0.00 0.001 5 0.000354853030993 0.000584092123271
24 16 0.00 0.001 6 -0.030279783413766 0.000559358797080
24 16 0.00 0.001 7 0.000210697798152 0.000538739656578
24 16 0.00 0.001 8 0.000372434081234 0.000501540445748
24 16 0.00 0.001 9 0.000613728153129 0.000495495495754
24 16 0.00 0.001 10 0.000504024509833 0.000477147590719
24 16 0.00 0.001 11 0.001138615488409 0.000635353599425
24 16 0.00 0.001 12 0.000619749018152 0.000442416391487
24 16 0.00 0.001 13 0.000866960236887 0.000610068888691
24 16 0.00 0.001 14 0.000647632353441 0.000509403369827
24 16 0.00 0.001 15 -0.011496586879511 0.000460522040148
24 16 0.00 0.001 16 0.000892442808744 0.000538010377654
24 16 0.00 0.001 17 0.001006392576331 0.000617227144519
24 16 0.00 0.001 18 -0.027740977366425 0.000509073367175
24 16 0.00 0.001 19 0.001047676164075 0.000645975524192
24 16 0.00 0.001 20 0.000541728291302 0.000695419033582
24 16 0.00 0.001 21 0.001131479754791 0.000705689986664
24 16 0.00 0.001 22 0.001236685332044 0.000733313782210
24 16 0.00 0.001 23 0.000852820692031 0.000674149793931
24 16 0.00 0.001 24 0.000241090140958 0.000716957305981
24 16 0.00 0.001 25 nan nan
24 16 0.00 0.001 26 nan nan
24 16 0.00 0.001 27 0.000030593739503 0.000701973343350
24 16 0.00 0.001 28 -0.014227398710926 0.000643154484099
24 16 0.00 0.001 29 0.000576117009146 0.000644071292724
24 16 0.00 0.001 30 0.000547882486397 0.000632631255540
24 16 0.00 0.001 31 0.000536886355218 0.000609395128475
24 16 0.00 0.001 32 0.000521007519482 0.000680506217776
24 16 0.00 0.001 33 0.000353433508020 0.000598995666780
24 16 0.00 0.001 34 0.000315123121596 0.000493704129279
24 16 0.00 0.001 35 0.000138578751791 0.000602550978022
24 16 0.00 0.001 36 -0.000123155845735 0.000602442941242
24 16 0.00 0.001 37 -0.000152954108498 0.000558562556384
24 16 0.00 0.001 38 0.000004180663139 0.000621774652774
24 16 0.00 0.001 39 -0.000140769593912 0.000571074350019
24 16 0.00 0.001 40 -0.000103104403855 0.000570195055189
24 16 0.00 0.001 41 -0.015196491197055 0.000735949065688
24 16 0.00 0.001 42 -0.000192482362982 0.000567076531266
24 16 0.00 0.001 43 -0.000283593288461 0.000461732381501
24 16 0.00 0.001 44 -0.000211879306023 0.000543374087299
24 16 0.00 0.001 45 -0.012502652599995 0.000706466611638
24 16 0.00 0.001 46 -0.003618504630098 0.000516894440365
24 16 0.00 0.001 47 -0.000359547645808 0.000578750384543
24 16 0.00 0.001 48 -0.000067405762232 0.000675883045525
24 16 0.00 0.001 49 nan nan
24 16 0.00 0.001 50 -0.000190898899158 0.000510311281415
24 16 0.00 0.001 51 -0.000121740866845 0.000508405341674
24 16 0.00 0.001 52 -0.000470130313117 0.000524923881670
24 16 0.00 0.001 53 -0.000348341023708 0.000511296702968
24 16 0.00 0.001 54 -0.000289740956028 0.000480159411623
24 16 0.00 0.001 55 -0.000213137304320 0.000479106197454
24 16 0.00 0.001 56 -0.012782999149978 0.000730119411529
24 16 0.00 0.001 57 -0.000225964042610 0.000478015416987
24 16 0.00 0.001 58 nan nan
24 16 0.00 0.001 59 -0.003198611263528 0.000644837599714
24 16 0.00 0.001 60 nan nan
24 16 0.00 0.001 61 -0.000305475471652 0.000439292099257
24 16 0.00 0.001 62 nan nan
24 16 0.00 0.001 63 -0.000315597399324 0.000427126944025
24 16 0.00 0.001 64 -0.000354510581978 0.000370256463094
24 16 0.00 0.001 65 nan nan
24 16 0.00 0.001 66 -0.000348436787973 0.000373762541745
24 16 0.00 0.001 67 -0.009128441970231 0.000590230473184
24 16 0.00 0.001 68 -0.000953947617137 0.000460507051441
24 16 0.00 0.001 69 -0.000491857308774 0.000318350297554
24 16 0.00 0.001 70 0.000191616860793 0.000450077774833
24 16 0.00 0.001 71 0.000260622239246 0.000425487496155
24 16 0.00 0.001 72 -0.000640017046222 0.000575646646476
24 16 0.00 0.001 73 -0.000291036291123 0.000469313478058
24 16 0.00 0.001 74 -0.000056796980739 0.000300374422552
24 16 0.00 0.001 75 -0.000325953473795 0.000323912767562
24 16 0.00 0.001 76 nan nan
24 16 0.00 0.001 77 -0.000001922821936 0.000326505859459
24 16 0.00 0.001 78 -0.000223412461417 0.000389545699354
24 16 0.00 0.001 79 0.000119033108579 0.000336350505969
24 16 0.00 0.001 80 nan nan
24 16 0.00 0.001 81 0.000204287904947 0.000421763784447
24 16 0.00 0.001 82 0.000359938969822 0.000381884544425
24 16 0.00 0.001 83 0.000161028423586 0.000401640555936
24 16 0.00 0.001 84 -0.000115212942520 0.000548646503891
24 16 0.00 0.001 85 -0.000468375635649 0.000413534925003
24 16 0.00 0.001 86 0.000468566098169 0.000497958111401
24 16 0.00 0.001 87 0.000201725906153 0.000337288109461
24 16 0.00 0.001 88 0.000562127790196 0.000425384074519
24 16 0.00 0.001 89 0.000024004156104 0.000314316226392
24 16 0.00 0.001 90 0.000023859341392 0.000328892623685
24 16 0.00 0.001 91 nan nan
24 16 0.00 0.001 92 0.000359048325286 0.000431814785090
24 16 0.00 0.001 93 0.000391161606363 0.000433929511622
24 16 0.00 0.001 94 -0.004002339122920 0.000465223855454
24 16 0.00 0.001 95 0.000417003090321 0.000426308663162
24 16 0.00 0.001 96 -0.000746083093822 0.000534845304572
24 16 0.00 0.001 97 0.000324304341023 0.000299549032315
24 16 0.00 0.001 98 0.000502009353774 0.000313136254741
24 16 0.00 0.001 99 0.000156015624136 0.000386023554386
24 16 0.00 0.001 100 0.000142489517312 0.000368218915591
24 16 0.00 0.001 101 0.000052911029941 0.000370812663563
24 16 0.00 0.001 102 0.000056207747064 0.000357113782339
24 16 0.00 0.001 103 nan nan
24 16 0.00 0.001 104 -0.000017153909189 0.000367051854800
24 16 0.00 0.001 105 0.000041315766352 0.000372785198312
24 16 0.00 0.001 106 -0.002274234911675 0.000504888852606
24 16 0.00 0.001 107 nan nan
24 16 0.00 0.001 108 -0.000092232803825 0.000384428470237
24 16 0.00 0.001 109 0.000061101998606 0.000243441714959
24 16 0.00 0.001 110 0.000037610860072 0.000366193891910
24 16 0.00 0.001 111 0.000059336978055 0.000389443922494
24 16 0.00 0.001 112 -0.000275609242234 0.000285727383575
