#Ls   Lt  mu  ma  nfluxes AxialCurrent Err
24 24 0.45 0.001 0 0.00013029343769228993 0.0005966298761356813
24 24 0.45 0.001 1 0.06798614550541072 0.0008256209549278269
24 24 0.45 0.001 2 0.1215032636136391 0.0008796624718762701
24 24 0.45 0.001 3 0.15597481758663057 0.0009435877186631245
24 24 0.45 0.001 4 0.16775051963602367 0.0010844306537470829
24 24 0.45 0.001 5 0.1575340837921236 0.0011006513139661942
24 24 0.45 0.001 6 0.13631118420892077 0.0010480389544043566
24 24 0.45 0.001 7 0.1193463849564647 0.0011478830252436311
24 24 0.45 0.001 8 0.10457585256703958 0.0012950093371182406
24 24 0.45 0.001 9 0.10430497599372186 0.0012942429281652265
24 24 0.45 0.001 10 0.12613558457232615 0.001754931197157946
24 24 0.45 0.001 11 0.1628451648935257 0.0016766006036825394
24 24 0.45 0.001 12 0.2032576702671122 0.0013225798797421528
24 24 0.45 0.001 13 0.24906169125431973 0.0017955450391606911
24 24 0.45 0.001 14 0.2884629597222551 0.002106177123180707
24 24 0.45 0.001 15 0.3124257765064737 0.0026722007086821637
24 24 0.45 0.001 16 0.3206905664591208 0.0030250395428990935
24 24 0.45 0.001 17 0.3125289696049733 0.003151413548355456
24 24 0.45 0.001 18 0.29983012982701623 0.0027111052913995322
24 24 0.45 0.001 19 0.28301091149040186 0.0034309402884217686
24 24 0.45 0.001 20 0.26757516208621207 0.003489354315270366
24 24 0.45 0.001 21 0.26861243909822974 0.004102886932299785
24 24 0.45 0.001 22 0.2826736629016556 0.003663058650006292
24 24 0.45 0.001 23 0.3516798252862766 0.004439698193232244
24 24 0.45 0.001 24 0.328021679290272 0.002570456677129538
24 24 0.45 0.001 25 0.3532463247782733 0.004079120294672
24 24 0.45 0.001 26 0.36580732471059446 0.004872059868337252
24 24 0.45 0.001 27 0.37977115914678206 0.0044256744356854505
24 24 0.45 0.001 28 0.3754826646026463 0.003578545835863933
24 24 0.45 0.001 29 0.3561830151951565 0.005711123710638627
24 24 0.45 0.001 30 0.33631914219247616 0.0037229309699291584
24 24 0.45 0.001 31 0.3091486117635295 0.005114020503969501
24 24 0.45 0.001 32 0.2913116180851677 0.004523456785145935
24 24 0.45 0.001 33 0.2788926451151378 0.003751098296341853
24 24 0.45 0.001 34 0.27413508915431944 0.00377793017765252
24 24 0.45 0.001 35 0.26174862682260575 0.003711428798904635
24 24 0.45 0.001 36 0.27530633632115953 0.0019958876215614113
24 24 0.45 0.001 37 0.28389385184783295 0.003098961345863857
24 24 0.45 0.001 38 0.31446322946541516 0.00417385650819212
24 24 0.45 0.001 39 0.3302104689720934 0.0033455044544695996
24 24 0.45 0.001 40 0.32985105234981776 0.003837447968503624
24 24 0.45 0.001 41 0.3121881447717613 0.0036654385213276543
24 24 0.45 0.001 42 0.3017395234856762 0.003928091022340997
24 24 0.45 0.001 43 0.28478295157890887 0.00651425058358183
24 24 0.45 0.001 44 0.27268717932065445 0.0033967309559189912
24 24 0.45 0.001 45 0.273645001067362 0.0044698264924956
24 24 0.45 0.001 46 0.3041574317093592 0.004713139305181332
24 24 0.45 0.001 47 nan nan
24 24 0.45 0.001 48 0.28052708523936154 0.0033443246735764447
24 24 0.45 0.001 49 nan nan
24 24 0.45 0.001 50 0.28850463958980577 0.004210459837892194
