#Ls   Lt  mu  ma  nfluxes AxialCurrent Err
12 12 0.15 0.001 0 0.001498404492043 0.002565523938553
12 12 0.15 0.001 1 0.002044532128390 0.003059759913171
12 12 0.15 0.001 2 -0.003885675162594 0.003118626838729
12 12 0.15 0.001 3 0.002626946540396 0.002760923421591
12 12 0.15 0.001 4 0.000081888898209 0.002179433602338
12 12 0.15 0.001 5 0.000192616803491 0.002557693915508
12 12 0.15 0.001 6 0.001363165249974 0.002470295714233
12 12 0.15 0.001 7 -0.000060171391828 0.002129752570506
12 12 0.15 0.001 8 0.000060853600728 0.002033062390904
12 12 0.15 0.001 9 -0.000206587372373 0.002037154798890
12 12 0.15 0.001 10 -0.000092034367558 0.002051909318733
12 12 0.15 0.001 11 0.000057407801170 0.001885723538514
12 12 0.15 0.001 12 nan nan
12 12 0.15 0.001 13 -0.119809098614237 0.002291059466092
12 12 0.15 0.001 14 -0.000047885960377 0.001823745889825
12 12 0.15 0.001 15 -0.002431437346960 0.001905223944369
12 12 0.15 0.001 16 -0.004013510074655 0.001811496740182
12 12 0.15 0.001 17 0.002438556591533 0.001898308722642
12 12 0.15 0.001 18 -0.001985386592659 0.001857929863837
12 12 0.15 0.001 19 0.001080949474514 0.001666534215589
12 12 0.15 0.001 20 0.001496670287688 0.001534475783461
12 12 0.15 0.001 21 0.002086897521818 0.001575417691073
12 12 0.15 0.001 22 -0.000389337825187 0.001511951501885
12 12 0.15 0.001 23 0.002265326575691 0.001459991632068
12 12 0.15 0.001 24 -0.034244704638302 0.001861029619405
12 12 0.15 0.001 25 0.000990796361057 0.001341286558014
12 12 0.15 0.001 26 0.001304635071470 0.001148362835499
12 12 0.15 0.001 27 -0.000288380617014 0.001192749249054
12 12 0.15 0.001 28 -0.000379285906055 0.001041902323637
12 12 0.15 0.001 29 -0.000323323829369 0.001044751440709
12 12 0.15 0.001 30 -0.001312934628247 0.001029511222984
12 12 0.15 0.001 31 0.000755072839555 0.001140864892692
12 12 0.15 0.001 32 0.000184084785377 0.001002343755269
12 12 0.15 0.001 33 -0.000881529888809 0.000975354442043
12 12 0.15 0.001 34 -0.000072418079629 0.001041941075751
12 12 0.15 0.001 35 -0.000496609537337 0.001112470386261
12 12 0.15 0.001 36 -0.001325567514643 0.000873994065776
12 12 0.15 0.001 37 0.000000222805351 0.001010814090246
12 12 0.15 0.001 38 -0.000832317105710 0.000976676353125
12 12 0.15 0.001 39 -0.000009221319068 0.001036192730040
12 12 0.15 0.001 40 -0.000175553336953 0.001040283600738
12 12 0.15 0.001 41 -0.000160646026418 0.001230096363164
12 12 0.15 0.001 42 -0.000453321180420 0.001054782129935
12 12 0.15 0.001 43 -0.000633763044687 0.001354907718648
12 12 0.15 0.001 44 0.032276012167507 0.001547904848833
12 12 0.15 0.001 45 -0.000953512102070 0.000913389060339
12 12 0.15 0.001 46 0.000591945740505 0.001091279652784
12 12 0.15 0.001 47 -0.001196914533162 0.000937877388291
12 12 0.15 0.001 48 -0.000760868854449 0.001250861075543
12 12 0.15 0.001 49 0.000317278481806 0.001250133584272
12 12 0.15 0.001 50 0.000223232063027 0.001317914471373
12 12 0.15 0.001 51 0.000263178075910 0.001411065653386
12 12 0.15 0.001 52 0.000482830682218 0.001608431236008
12 12 0.15 0.001 53 0.042670190725525 0.001696484766640
12 12 0.15 0.001 54 0.001814771649182 0.001689399953013
12 12 0.15 0.001 55 0.002188335141997 0.001967063681001
12 12 0.15 0.001 56 0.000703109326356 0.002010143400228
12 12 0.15 0.001 57 0.001317927005068 0.001666049906997
12 12 0.15 0.001 58 -0.003125200780545 0.001952680059767
12 12 0.15 0.001 59 0.000917255779831 0.001755599441305
12 12 0.15 0.001 60 0.001321283445448 0.001895816684592
12 12 0.15 0.001 61 -0.000152716794552 0.001817265589284
12 12 0.15 0.001 62 -0.000545957168954 0.001813560167405
12 12 0.15 0.001 63 0.001198702495962 0.002195910239157
12 12 0.15 0.001 64 -0.001272016466021 0.001763165421994
12 12 0.15 0.001 65 -0.001382596928191 0.002647545476600
12 12 0.15 0.001 66 -0.002605825768798 0.002296021094532
12 12 0.15 0.001 67 -0.001748084369118 0.001662448766510
12 12 0.15 0.001 68 -0.000548863732792 0.002594531996097
12 12 0.15 0.001 69 -0.000117425305267 0.001702036054235
12 12 0.15 0.001 70 -0.001102280854054 0.002552443685734
12 12 0.15 0.001 71 -0.000852923561593 0.002540542029424
12 12 0.15 0.001 72 -0.001640420404283 0.002519805396629
12 12 0.15 0.001 73 nan nan
12 12 0.15 0.001 74 nan nan
12 12 0.15 0.001 75 nan nan
12 12 0.15 0.001 76 nan nan
12 12 0.15 0.001 77 nan nan
12 12 0.15 0.001 78 nan nan
12 12 0.15 0.001 79 nan nan
12 12 0.15 0.001 80 nan nan
12 12 0.15 0.001 81 nan nan
12 12 0.15 0.001 82 nan nan
12 12 0.15 0.001 83 nan nan
12 12 0.15 0.001 84 nan nan
12 12 0.15 0.001 85 nan nan
12 12 0.15 0.001 86 nan nan
12 12 0.15 0.001 87 nan nan
12 12 0.15 0.001 88 nan nan
12 12 0.15 0.001 89 nan nan
12 12 0.15 0.001 90 nan nan
12 12 0.15 0.001 91 nan nan
12 12 0.15 0.001 92 nan nan
12 12 0.15 0.001 93 nan nan
12 12 0.15 0.001 94 nan nan
12 12 0.15 0.001 95 nan nan
12 12 0.15 0.001 96 nan nan
12 12 0.15 0.001 97 nan nan
12 12 0.15 0.001 98 nan nan
12 12 0.15 0.001 99 nan nan
12 12 0.15 0.001 100 nan nan
12 12 0.15 0.001 101 nan nan
12 12 0.15 0.001 102 nan nan
12 12 0.15 0.001 103 nan nan
12 12 0.15 0.001 104 nan nan
12 12 0.15 0.001 105 nan nan
12 12 0.15 0.001 106 nan nan
12 12 0.15 0.001 107 nan nan
12 12 0.15 0.001 108 nan nan
12 12 0.15 0.001 109 nan nan
12 12 0.15 0.001 110 nan nan
12 12 0.15 0.001 111 nan nan
12 12 0.15 0.001 112 nan nan
12 12 0.15 0.001 113 nan nan
12 12 0.15 0.001 114 nan nan
12 12 0.15 0.001 115 nan nan
12 12 0.15 0.001 116 nan nan
12 12 0.15 0.001 117 nan nan
12 12 0.15 0.001 118 nan nan
12 12 0.15 0.001 119 nan nan
12 12 0.15 0.001 120 nan nan
12 12 0.15 0.001 121 nan nan
12 12 0.15 0.001 122 nan nan
12 12 0.15 0.001 123 nan nan
12 12 0.15 0.001 124 nan nan
12 12 0.15 0.001 125 nan nan
12 12 0.15 0.001 126 nan nan
12 12 0.15 0.001 127 nan nan
12 12 0.15 0.001 128 nan nan
12 12 0.15 0.001 129 nan nan
12 12 0.15 0.001 130 nan nan
12 12 0.15 0.001 131 nan nan
12 12 0.15 0.001 132 nan nan
12 12 0.15 0.001 133 nan nan
12 12 0.15 0.001 134 nan nan
12 12 0.15 0.001 135 nan nan
12 12 0.15 0.001 136 nan nan
12 12 0.15 0.001 137 nan nan
12 12 0.15 0.001 138 nan nan
12 12 0.15 0.001 139 nan nan
12 12 0.15 0.001 140 nan nan
12 12 0.15 0.001 141 nan nan
12 12 0.15 0.001 142 nan nan
12 12 0.15 0.001 143 nan nan
12 12 0.15 0.001 144 nan nan
12 12 0.15 0.001 145 nan nan
