#Starting calculation, 100 configurations, 0 offset, index file: /home/vasilievav15_2089/_scratch/compute/SU3/configurations/24^3x24/mu=0.65/ma=0.001/nfluxes=44/index.txt
#N_stochastic_estimator = 42
0	0.090581292478730
1	-1.380372076019457
2	0.784526352558435
3	-3.334750006572349
4	1.814433638038039
5	6.732006709770676
6	-4.520622794525250
7	-3.242703402586364
8	-6.468648357212967
9	-1.384984148412426
10	0.180724206583986
11	0.484919843264884
12	0.252722766903750
13	0.921441994783544
14	-1.046993195973768
15	0.766846574961997
16	-0.367135955512510
17	1.114976217756251
18	2.564028962023935
19	1.049622922334616
20	-2.939105292104110
21	-4.801180210634632
22	-1.976850110053186
23	-1.799402081317729
24	-0.715096349701295
25	-1.321176175522678
26	1.356137787472562
27	-0.832543453973981
28	2.547856049106003
29	-1.110919044481457
#	Axial curent on Z-axis direction
-0.5527219112188916 0.46864763552695143

#	Axial curent on Z-axis direction
-0.5527219112188916 0.46864763552695143

