#Ls   Lt  mu  ma  nfluxes AxialCurrent Err
8 8 0.70 0.01 0 -0.0012760079725802204 0.00570249897140006
8 8 0.70 0.01 1 0.4382708108113987 0.005382941063611013
8 8 0.70 0.01 2 0.4207651330928104 0.0062174396785735575
8 8 0.70 0.01 3 0.337993273878701 0.008153714191442825
8 8 0.70 0.01 4 0.41875861654859375 0.007629348745143938
8 8 0.70 0.01 5 0.5389622675772267 0.008223735263877745
8 8 0.70 0.01 6 0.45406896512044814 0.007090266902876594
8 8 0.70 0.01 7 0.40728754436946685 0.00761053749161322
8 8 0.70 0.01 8 0.282111248701367 0.007403660664621003
8 8 0.70 0.01 9 0.35000006348053603 0.006391110883957691
8 8 0.70 0.01 10 0.31250253736218775 0.007183675158833033
8 8 0.70 0.01 11 0.18792675691695188 0.007506315541270669
8 8 0.70 0.01 12 0.19790910608816162 0.009474963087430512
8 8 0.70 0.01 13 0.17223132420599022 0.007063774638792963
8 8 0.70 0.01 14 0.11300583133108709 0.006905364996343821
8 8 0.70 0.01 15 0.062147892789497075 0.006993861592602683
8 8 0.70 0.01 16 0.006096006423010458 0.008330071766308223
8 8 0.70 0.01 17 -0.0626309036537259 0.00847715588996442
8 8 0.70 0.01 18 -0.11459197219175805 0.009100452869520742
8 8 0.70 0.01 19 -0.1577208892066204 0.006607200967949497
8 8 0.70 0.01 20 -0.18019691947206865 0.010578146019848186
8 8 0.70 0.01 21 -0.22246903575936233 0.007975307414703094
8 8 0.70 0.01 22 -0.32239443165953147 0.007777379864853752
8 8 0.70 0.01 23 -0.34352412112554603 0.007321679934469627
8 8 0.70 0.01 24 -0.28792746263661917 0.006609757014839461
8 8 0.70 0.01 25 -0.42433454015459376 0.008358535481290966
8 8 0.70 0.01 26 -0.5115448022658446 0.008603727466180374
8 8 0.70 0.01 27 -0.5534701470336985 0.007484002194438616
8 8 0.70 0.01 28 -0.4397544604625043 0.007661781841380597
8 8 0.70 0.01 29 -0.3813793845959117 0.007437252680799336
8 8 0.70 0.01 30 -0.5185124207070423 0.006067591730308059
8 8 0.70 0.01 31 -0.4801296825073285 0.006959598583300866
8 8 0.70 0.01 32 -0.009364758909623022 0.004874774587166998
